Dimension Index,Top-Activating Contexts,Context Activations
114,"[[511, 1295, 11, 2237, 1510, 23239, 286, 2208, 12, 24494, 276], [416, 546, 15897, 11, 830, 17907, 583, 1110], [284, 3677, 1802, 11, 830, 17907, 583, 1110, 286, 3056, 284], [1377, 40280, 286, 4138, 286, 17907, 286, 649, 3056, 389, 783], [5867, 3625, 15453, 8093, 17243, 46684, 286, 8744, 618, 262, 2344], [3355, 13507, 4629, 767, 2998, 43025, 357, 16, 11, 15426, 16051]]","[[0.0, 0.0, 0.0, 0.0, 0.0, 30.652437210083008, 0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 26.159770965576172, 0.05475923418998718, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 23.101266860961914, 0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 19.02286720275879, 3.36398983001709, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 18.544055938720703, 0.453978955745697, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 9.788576126098633, 0.0, 0.0, 0.0, 0.0, 6.038032531738281]]"
116,"[[6088, 286, 1243, 284, 5490, 546, 287, 1204, 11, 523, 314], [257, 5749, 1917, 284, 5490, 546, 783, 13, 317, 9887, 1514], [262, 3773, 484, 547, 3375, 546, 373, 1160, 812, 287, 262], [318, 1223, 314, 1101, 6613, 286, 784, 314, 1053, 1464, 6151], [717, 983, 314, 1053, 3111, 319, 13, 7994, 2063, 257, 614], [88, 1243, 284, 804, 2651, 284, 618, 340, 5860, 287, 262]]","[[0.0, 0.0, 0.0, 0.0, 4.262892246246338, 20.205102920532227, 2.4895427227020264, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 4.356890678405762, 19.486618041992188, 0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 17.047422409057617, 0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 1.4171099662780762, 15.316407203674316, 0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 14.062640190124512, 0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 4.997067451477051, 14.016803741455078, 0.0, 0.0, 0.0, 0.0, 0.0]]"
147,"[[286, 47494, 1194, 1048, 284, 3283, 503, 281, 1368, 379, 281]]","[[0.0, 0.0, 0.0, 0.0, 0.33119773864746094, 0.6812008023262024, 0.0, 0.0, 0.0, 0.0, 0.0]]"
148,"[[326, 2222, 502, 517, 8716, 621, 262, 6504, 286, 326, 8756], [3034, 31228, 287, 262, 2151, 621, 262, 1966, 1893, 13, 843], [262, 3761, 2476, 517, 1037, 621, 262, 6110, 1627, 13, 383], [10091, 614, 286, 4722, 37, 621, 416, 2263, 262, 23965, 13389]]","[[0.0, 0.0, 0.0, 0.0, 0.0, 37.76499938964844, 11.349654197692871, 0.9950128197669983, 4.319860935211182, 0.26356470584869385, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 30.80909538269043, 6.5567827224731445, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 28.672527313232422, 6.855660438537598, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 26.592714309692383, 0.033809855580329895, 0.0, 0.0, 0.0, 0.0]]"
158,"[[3375, 546, 373, 1160, 812, 287, 262, 2003, 13, 198, 198], [306, 1, 393, 366, 82, 28030, 5183, 1, 27884, 351, 262], [262, 17810, 11, 262, 640, 468, 1282, 329, 13231, 8873, 284], [317, 35670, 64, 318, 655, 3599, 284, 14740, 355, 257, 2700], [318, 3181, 284, 663, 1418, 524, 306, 886, 1231, 257, 2060], [2399, 2168, 564, 250, 7575, 554, 14307, 784, 17746, 17388, 3226]]","[[0.0, 0.0, 0.0, 0.0, 0.0, 3.5471081733703613, 2.210767984390259, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 2.2837095260620117, 0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 1.6835683584213257, 0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 1.4550420045852661, 0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 1.2503647804260254, 0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 1.1967496871948242, 0.0, 0.0, 0.0, 0.0, 0.0]]"
179,"[[287, 262, 938, 2872, 286, 4912, 360, 11, 994, 379, 262], [287, 15499, 3321, 351, 257, 22101, 329, 36839, 11, 691, 663], [736, 284, 670, 706, 262, 33847, 1285], [614, 338, 7756, 379, 262, 10663, 12, 20311, 3800, 416, 11453], [319, 3909, 3329, 287, 281, 21894, 12, 31409, 8414, 379, 3576]]","[[0.0, 0.0, 0.0, 0.0, 0.0, 11.17735767364502, 0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 6.575836658477783, 0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 5.386656284332275, 0.0], [0.0, 0.0, 1.215794563293457, 0.0, 0.0, 3.6622636318206787, 0.0, 0.8631346225738525, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 3.2419638633728027, 0.0, 0.0, 0.0, 0.0, 0.0]]"
182,"[[262, 410, 23521, 286, 3292, 290, 19497, 1973, 2260, 13215, 13], [35787, 2313, 2807, 319, 3292, 290, 7395, 17512, 13, 679, 1309], [5828, 13, 22852, 286, 3292, 11, 9358, 11, 2260, 2324, 11], [44982, 290, 20848, 11, 3292, 11926, 290, 11778, 7937, 960, 12381], [3292, 656, 262, 2807, 9601, 11, 22488, 6751, 5129, 416, 262], [4047, 10795, 319, 3230, 3292, 357, 1069, 3742, 1848, 329, 5996]]","[[0.0, 0.0, 0.0, 0.0, 0.0, 14.10324478149414, 6.203997611999512, 2.2093076705932617, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 10.622795104980469, 1.8527803421020508, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 10.60519027709961, 3.968136787414551, 2.985183000564575, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 9.002176284790039, 1.3560713529586792, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 6.079277992248535, 0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 1.396134853363037, 5.9998860359191895, 0.0, 0.0, 4.066829204559326, 0.0, 0.0]]"
191,"[[10546, 12010, 287, 262, 4696, 286, 28630, 13, 3000, 5197, 286], [8744, 13529, 287, 262, 22783, 286, 10553, 13, 198, 198, 18122], [550, 33997, 3340, 338, 5852, 286, 1176, 655, 257, 1110, 2961], [31561, 287, 262, 3594, 7968, 286, 49927, 198, 198, 8731, 82], [11, 416, 10068, 534, 2837, 286, 6268, 2884, 15912, 803, 617], [8830, 2063, 286, 262, 7968, 286, 9847, 290, 39131, 25494, 13]]","[[0.0, 0.0, 0.0, 0.0, 0.0, 6.960465431213379, 0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 6.244178295135498, 0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 5.309200286865234, 0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 4.1662917137146, 0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 2.709848165512085, 0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 2.4772837162017822, 0.0, 0.0, 0.0, 0.0, 0.0]]"
198,"[[26048, 1879, 12421, 290, 1115, 10405, 851, 11232, 42574, 11, 2608], [13512, 72, 2671, 272, 4244, 290, 262, 1029, 266, 441, 324], [8496, 389, 262, 1310, 8106, 1243, 326, 345, 1234, 319, 262], [18759, 11, 910, 11, 393, 1029, 2910, 3833, 11, 257, 2060], [12, 2043, 55, 23315, 609, 20297, 532, 2619, 1, 198, 198], [1222, 27147, 5995, 6208, 40297, 357, 4023, 1378, 66, 1443, 3456]]","[[0.0, 0.0, 0.0, 0.0, 1.8419240713119507, 2.6582882404327393, 0.012571845203638077, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 1.8596458435058594, 0.6953976154327393, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.1800740361213684, 1.6925138235092163, 1.1071887016296387, 1.0729039907455444, 0.0, 0.0, 0.5410845279693604], [0.0, 0.0, 0.0, 0.0, 0.0, 1.6798443794250488, 0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 1.5113533735275269, 1.246835708618164, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.050884146243333817, 0.0, 1.506868839263916, 0.0, 0.0, 0.0, 0.0, 0.0]]"
212,"[[12, 20192, 11523, 9179, 262, 2260, 1393, 13, 447, 251, 198]]","[[0.0, 0.0, 0.0, 0.0, 0.0, 11.374939918518066, 0.0, 0.0, 0.0, 0.0, 0.0]]"
221,"[[655, 703, 1593, 340, 318, 284, 1577, 407, 655, 428, 640]]","[[0.0, 0.0, 0.0, 1.8235374689102173, 6.304285526275635, 17.22928810119629, 0.0, 0.0, 0.0, 0.0, 0.0]]"
227,"[[343, 11996, 11, 40388, 24734, 12, 33018, 5741, 290, 46422, 3409], [3737, 1266, 1900, 355, 3619, 376, 1015, 297, 287, 23489, 357], [2981, 1, 422, 366, 44719, 286, 360, 39291, 338, 1, 8127], [6168, 4606, 12787, 13452, 1982, 8896, 261, 357, 49, 12, 19619], [577, 12324, 1586, 6953, 10018, 259, 7231, 42809, 357, 30719, 8], [2994, 287, 262, 31939, 12, 11928, 12, 32, 10279, 2364, 983]]","[[0.0, 0.0, 0.0, 0.0, 0.0, 4.024708271026611, 3.26235294342041, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 3.2332921028137207, 0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 2.076509475708008, 0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 1.7676676511764526, 0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 1.641517162322998, 0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 1.598271369934082, 0.0, 0.0, 0.0, 0.0, 0.0]]"
262,"[[1505, 685, 4370, 2361, 198, 198, 33, 418, 18142, 290, 34321], [49, 12, 12161, 8, 198, 198, 1, 2504, 338, 257, 25345], [13, 2448, 747, 1435, 198, 198, 45, 977, 784, 564, 250], [198, 3666, 39941, 12578, 198, 198, 3666, 11985, 592, 319, 3449], [25, 3899, 32379, 21048, 198, 198, 36352, 17454, 49270, 11, 44643], [18429, 25, 4162, 30, 198, 198, 35, 2885, 25, 314, 373]]","[[0.0, 0.0, 0.0, 0.0, 1.5375587940216064, 13.47224235534668, 0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 7.779769420623779, 0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 7.468356609344482, 0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 7.330504417419434, 0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 7.031705379486084, 0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 6.628536224365234, 0.0, 0.0, 0.0, 0.0, 0.0]]"
270,"[[1111, 30, 198, 198, 24795, 550, 11638, 428, 503, 1566, 11], [812, 11, 290, 645, 530, 468, 772, 1282, 1969, 284, 25407], [314, 836, 470, 892, 2687, 714, 13025, 12546, 326], [13, 2102, 11, 645, 530, 2331, 284, 760, 644, 318, 287], [13, 198, 198, 2949, 530, 815, 307, 6655, 284, 2193]]","[[0.0, 0.0, 0.0, 0.0, 0.026089265942573547, 17.646406173706055, 10.924457550048828, 0.7338114976882935, 0.8879209756851196, 2.941185235977173, 0.0], [0.0, 0.0, 0.0, 0.0, 1.1914533376693726, 16.5159854888916, 13.223587036132812, 13.233059883117676, 4.950516700744629, 8.5670804977417, 7.651006698608398], [0.0, 0.0, 0.0, 0.0, 1.611960530281067, 15.652463912963867, 8.884260177612305, 5.240548610687256, 0.0], [0.0, 0.0, 0.0, 0.0, 1.5764724016189575, 15.412345886230469, 12.56392765045166, 8.57539176940918, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.061567261815071106, 15.258258819580078, 11.13180160522461, 6.895511150360107, 5.554310321807861, 0.0]]"
275,"[[46594, 338, 34918, 290, 11173, 1280, 262, 18997, 6947, 70, 689], [475, 355, 2582, 355, 314, 1280, 340, 11, 340, 4940, 284], [13, 366, 1532, 345, 550, 4721, 340, 11, 4556, 345, 547], [12432, 287, 543, 2046, 373, 4721, 1, 290, 366, 41081, 5100], [1649, 262, 6538, 6520, 284, 1280, 262, 5003, 7881, 11, 673], [1057, 11, 290, 618, 314, 4721, 262, 1339, 314, 1807, 617]]","[[0.0, 0.0, 0.0, 0.0, 1.0393764972686768, 25.86253547668457, 8.81602954864502, 0.0, 0.0, 0.0, 1.4971230030059814], [0.0, 0.0, 0.0, 0.0, 0.0, 19.9584903717041, 7.689697742462158, 0.1916346549987793, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 18.965566635131836, 5.208374977111816, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 16.00789451599121, 0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 15.289286613464355, 7.5704827308654785, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 15.142509460449219, 6.5850019454956055, 1.4534193277359009, 1.238896369934082, 0.0, 0.0]]"
