Dimension Index,Top-Activating Contexts,Context Activations
27,"[[15269, 357, 34]]","[[66.65412902832031, 2.4126648902893066, 2.083585262298584]]"
28,"[[15269, 357, 34]]","[[235.83328247070312, 0.0, 0.0]]"
29,"[[15269, 357, 34]]","[[85.00289154052734, 0.0, 0.0]]"
30,"[[15269, 357, 34]]","[[278.33782958984375, 0.0, 0.0]]"
31,"[[15269, 357, 34]]","[[75.72954559326172, 0.0, 0.0]]"
32,"[[15269, 357, 34]]","[[196.55694580078125, 0.0, 0.0]]"
33,"[[15269, 357, 34]]","[[188.51019287109375, 2.2331018447875977, 0.0]]"
34,"[[15269, 357, 34]]","[[254.6545867919922, 0.0, 0.0]]"
36,"[[15269, 357, 34]]","[[83.02179718017578, 0.0, 0.0]]"
38,"[[15269, 357, 34]]","[[219.88694763183594, 0.0, 0.0]]"
40,"[[15269, 357, 34]]","[[261.0071105957031, 0.7757070660591125, 0.0]]"
41,"[[15269, 357, 34]]","[[226.20327758789062, 2.299510955810547, 0.0]]"
42,"[[15269, 357, 34]]","[[213.48406982421875, 0.0, 0.0]]"
43,"[[15269, 357, 34]]","[[228.0833282470703, 0.0, 0.0]]"
44,"[[15269, 357, 34]]","[[28.861404418945312, 0.0, 0.0]]"
45,"[[15269, 357, 34]]","[[13.990285873413086, 0.0, 0.0]]"
46,"[[15269, 357, 34]]","[[110.29981994628906, 0.0, 0.0]]"
47,"[[15269, 357, 34]]","[[262.60693359375, 0.0, 0.0]]"
48,"[[15269, 357, 34]]","[[202.4773712158203, 0.0, 0.0]]"
49,"[[15269, 357, 34]]","[[225.41342163085938, 0.0, 0.0]]"
50,"[[15269, 357, 34]]","[[138.47201538085938, 0.0, 0.0]]"
51,"[[15269, 357, 34]]","[[275.1451721191406, 0.0, 0.0]]"
52,"[[15269, 357, 34]]","[[145.63771057128906, 0.0, 0.0]]"
53,"[[15269, 357, 34]]","[[329.6837158203125, 0.0, 0.0]]"
54,"[[15269, 357, 34]]","[[188.27969360351562, 0.0, 0.0]]"
55,"[[15269, 357, 34]]","[[244.0322723388672, 0.0, 0.0]]"
56,"[[15269, 357, 34]]","[[144.63534545898438, 2.1402432918548584, 1.9849848747253418]]"
57,"[[15269, 357, 34]]","[[177.493408203125, 2.7133190631866455, 0.0]]"
58,"[[15269, 357, 34]]","[[178.3737030029297, 0.0, 0.0]]"
59,"[[15269, 357, 34]]","[[189.6678924560547, 0.0, 0.0]]"
60,"[[15269, 357, 34]]","[[230.55706787109375, 0.0, 0.0]]"
61,"[[15269, 357, 34]]","[[98.0335464477539, 0.0, 0.0]]"
62,"[[15269, 357, 34]]","[[109.72970581054688, 0.0, 0.0]]"
63,"[[15269, 357, 34]]","[[159.23291015625, 0.0, 0.0]]"
64,"[[15269, 357, 34]]","[[221.48524475097656, 0.0, 0.0]]"
65,"[[15269, 357, 34]]","[[123.64463806152344, 0.0, 0.0]]"
66,"[[15269, 357, 34]]","[[95.3899917602539, 0.0, 0.0]]"
67,"[[15269, 357, 34]]","[[235.5892333984375, 0.0, 0.0]]"
68,"[[15269, 357, 34]]","[[119.40434265136719, 3.503737688064575, 2.221475601196289]]"
69,"[[15269, 357, 34]]","[[201.60171508789062, 0.0, 0.0]]"
70,"[[15269, 357, 34]]","[[270.66363525390625, 1.8327181339263916, 0.0]]"
71,"[[15269, 357, 34]]","[[248.91436767578125, 0.0, 0.0]]"
72,"[[15269, 357, 34]]","[[95.93605041503906, 0.0, 0.0]]"
73,"[[15269, 357, 34]]","[[168.7643280029297, 0.0, 0.0]]"
74,"[[15269, 357, 34]]","[[172.44027709960938, 0.0, 0.0]]"
75,"[[15269, 357, 34]]","[[191.49090576171875, 0.0, 0.0]]"
76,"[[15269, 357, 34]]","[[186.49984741210938, 0.0, 5.953100204467773]]"
77,"[[15269, 357, 34]]","[[107.58672332763672, 2.248866319656372, 1.9011781215667725]]"
78,"[[15269, 357, 34]]","[[132.11180114746094, 0.0, 0.0]]"
79,"[[15269, 357, 34]]","[[221.61085510253906, 0.0, 0.0]]"
80,"[[15269, 357, 34]]","[[227.24989318847656, 2.0717477798461914, 3.122084617614746]]"
81,"[[15269, 357, 34]]","[[152.0620574951172, 0.0, 0.0]]"
82,"[[15269, 357, 34]]","[[125.06221008300781, 0.0, 0.0]]"
83,"[[15269, 357, 34]]","[[204.53598022460938, 0.0, 0.0]]"
84,"[[15269, 357, 34]]","[[75.19371032714844, 0.0, 0.0]]"
85,"[[15269, 357, 34]]","[[227.65359497070312, 0.0, 0.0]]"
86,"[[15269, 357, 34]]","[[183.1863250732422, 1.6954336166381836, 0.0]]"
87,"[[15269, 357, 34]]","[[190.1053924560547, 0.0, 0.0]]"
89,"[[15269, 357, 34]]","[[45.380577087402344, 0.0, 0.0]]"
90,"[[15269, 357, 34]]","[[107.2248306274414, 0.0, 0.0]]"
91,"[[15269, 357, 34]]","[[214.14288330078125, 0.0, 0.0]]"
92,"[[15269, 357, 34]]","[[266.03741455078125, 0.0, 0.0]]"
93,"[[15269, 357, 34]]","[[190.31582641601562, 0.0, 0.0]]"
94,"[[15269, 357, 34]]","[[216.0623779296875, 0.0, 0.0]]"
95,"[[15269, 357, 34]]","[[210.56666564941406, 0.0, 0.0]]"
97,"[[15269, 357, 34]]","[[0.0, 0.7010895013809204, 0.4028843939304352]]"
98,"[[15269, 357, 34]]","[[30.84776496887207, 0.0, 0.0]]"
99,"[[15269, 357, 34]]","[[111.05899047851562, 0.0, 0.0]]"
100,"[[15269, 357, 34]]","[[167.2660369873047, 0.0, 0.0]]"
101,"[[15269, 357, 34]]","[[72.1308364868164, 0.0, 0.0]]"
102,"[[15269, 357, 34]]","[[182.42135620117188, 0.0, 0.0]]"
104,"[[15269, 357, 34]]","[[240.9124755859375, 2.1654789447784424, 0.0]]"
105,"[[15269, 357, 34]]","[[186.26153564453125, 0.0, 0.0]]"
106,"[[15269, 357, 34]]","[[95.68757629394531, 0.0, 0.0]]"
107,"[[15269, 357, 34]]","[[201.73094177246094, 0.0, 0.0]]"
108,"[[15269, 357, 34]]","[[169.0806427001953, 0.0, 0.0]]"
109,"[[15269, 357, 34]]","[[216.78317260742188, 1.676138997077942, 1.2203811407089233]]"
110,"[[15269, 357, 34]]","[[169.0406951904297, 0.0, 0.0]]"
111,"[[15269, 357, 34]]","[[143.81045532226562, 0.0, 0.0]]"
112,"[[15269, 357, 34]]","[[183.34136962890625, 0.0, 0.0]]"
114,"[[15269, 357, 34]]","[[144.64053344726562, 0.0, 0.0]]"
115,"[[15269, 357, 34]]","[[225.6539306640625, 0.0, 0.0]]"
116,"[[15269, 357, 34]]","[[198.23255920410156, 0.0, 0.0]]"
117,"[[15269, 357, 34]]","[[212.58319091796875, 0.0, 0.0]]"
118,"[[15269, 357, 34]]","[[271.4187316894531, 0.0, 0.0]]"
119,"[[15269, 357, 34]]","[[140.3474884033203, 0.0, 0.0]]"
120,"[[15269, 357, 34]]","[[163.52777099609375, 0.0, 0.0]]"
121,"[[15269, 357, 34]]","[[109.15769958496094, 0.0, 0.0]]"
122,"[[15269, 357, 34]]","[[112.1038589477539, 0.0, 0.0]]"
123,"[[15269, 357, 34]]","[[205.53958129882812, 0.0, 0.0]]"
124,"[[15269, 357, 34]]","[[109.37921905517578, 0.0, 0.0]]"
125,"[[15269, 357, 34]]","[[214.47567749023438, 0.0, 0.0]]"
126,"[[15269, 357, 34]]","[[118.85401153564453, 0.0, 0.0]]"
127,"[[15269, 357, 34]]","[[123.21568298339844, 0.0, 0.0]]"
128,"[[15269, 357, 34]]","[[100.57864379882812, 4.005688190460205, 0.0]]"
129,"[[15269, 357, 34]]","[[76.18317413330078, 0.0, 0.0]]"
130,"[[15269, 357, 34]]","[[248.84719848632812, 0.0, 0.0]]"
131,"[[15269, 357, 34]]","[[158.40936279296875, 0.0, 0.0]]"
132,"[[15269, 357, 34]]","[[208.37701416015625, 0.0, 0.0]]"
134,"[[15269, 357, 34]]","[[175.3039093017578, 0.0, 0.0]]"
135,"[[15269, 357, 34]]","[[38.47797393798828, 0.0, 0.0]]"
136,"[[15269, 357, 34]]","[[88.12926483154297, 0.0, 0.0]]"
137,"[[15269, 357, 34]]","[[88.14029693603516, 0.0, 0.0]]"
138,"[[15269, 357, 34]]","[[199.6050262451172, 0.0, 0.0]]"
139,"[[15269, 357, 34]]","[[218.68826293945312, 0.0, 0.0]]"
140,"[[15269, 357, 34]]","[[226.42088317871094, 0.0, 0.0]]"
141,"[[15269, 357, 34]]","[[246.79470825195312, 0.0, 0.0]]"
142,"[[15269, 357, 34]]","[[275.8013916015625, 0.0, 0.0]]"
143,"[[15269, 357, 34]]","[[185.8975067138672, 0.0, 0.0]]"
144,"[[15269, 357, 34]]","[[97.62937927246094, 0.0, 0.0]]"
145,"[[15269, 357, 34]]","[[136.25631713867188, 0.0, 0.0]]"
146,"[[15269, 357, 34]]","[[125.08734130859375, 0.0, 0.0]]"
147,"[[15269, 357, 34]]","[[245.0730743408203, 0.0, 0.0]]"
149,"[[15269, 357, 34]]","[[157.02609252929688, 0.0, 0.0]]"
150,"[[15269, 357, 34]]","[[65.96121978759766, 0.0, 0.0]]"
151,"[[15269, 357, 34]]","[[209.5907745361328, 0.0, 0.0]]"
152,"[[15269, 357, 34]]","[[246.69989013671875, 0.0, 0.0]]"
153,"[[15269, 357, 34]]","[[0.0, 0.04327169060707092, 0.0]]"
154,"[[15269, 357, 34]]","[[147.6380157470703, 0.0, 0.0]]"
155,"[[15269, 357, 34]]","[[160.3472900390625, 0.0, 0.0]]"
156,"[[15269, 357, 34]]","[[199.0792694091797, 0.7773152589797974, 0.0]]"
157,"[[15269, 357, 34]]","[[220.5966339111328, 0.0, 0.0]]"
158,"[[15269, 357, 34]]","[[100.86572265625, 0.0, 0.0]]"
159,"[[15269, 357, 34]]","[[179.19281005859375, 0.0, 0.0]]"
160,"[[15269, 357, 34]]","[[212.32376098632812, 0.0, 0.0]]"
161,"[[15269, 357, 34]]","[[161.84625244140625, 0.0, 0.0]]"
162,"[[15269, 357, 34]]","[[268.4339599609375, 3.9263646602630615, 0.0]]"
163,"[[15269, 357, 34]]","[[235.7914276123047, 2.5567028522491455, 0.0]]"
164,"[[15269, 357, 34]]","[[59.18533706665039, 0.0, 0.0]]"
165,"[[15269, 357, 34]]","[[174.74794006347656, 0.0, 0.0]]"
166,"[[15269, 357, 34]]","[[245.98719787597656, 0.0, 0.0]]"
167,"[[15269, 357, 34]]","[[203.05215454101562, 0.0, 0.0]]"
168,"[[15269, 357, 34]]","[[229.8003692626953, 0.9612089395523071, 0.0]]"
169,"[[15269, 357, 34]]","[[160.84901428222656, 0.0, 0.0]]"
170,"[[15269, 357, 34]]","[[233.6912841796875, 0.0, 0.0]]"
171,"[[15269, 357, 34]]","[[199.4578094482422, 0.0, 0.0]]"
172,"[[15269, 357, 34]]","[[226.18646240234375, 0.0, 0.0]]"
173,"[[15269, 357, 34]]","[[259.88446044921875, 0.0, 0.0]]"
174,"[[15269, 357, 34]]","[[190.36679077148438, 0.0, 0.0]]"
175,"[[15269, 357, 34]]","[[269.9475402832031, 0.0, 0.0]]"
176,"[[15269, 357, 34]]","[[225.6331024169922, 0.0, 0.0]]"
177,"[[15269, 357, 34]]","[[202.23526000976562, 0.0, 0.0]]"
178,"[[15269, 357, 34]]","[[139.61355590820312, 0.0, 0.0]]"
179,"[[15269, 357, 34]]","[[250.74761962890625, 3.9187209606170654, 0.24569228291511536]]"
180,"[[15269, 357, 34]]","[[207.4081573486328, 0.0, 0.0]]"
181,"[[15269, 357, 34]]","[[145.411376953125, 0.0, 0.0]]"
182,"[[15269, 357, 34]]","[[182.74563598632812, 0.0, 0.0]]"
183,"[[15269, 357, 34]]","[[204.41383361816406, 0.5086830854415894, 0.0]]"
184,"[[15269, 357, 34]]","[[132.1816864013672, 0.0, 0.0]]"
185,"[[15269, 357, 34]]","[[121.92770385742188, 0.0, 0.0]]"
186,"[[15269, 357, 34]]","[[258.30267333984375, 1.6929329633712769, 0.0]]"
187,"[[15269, 357, 34]]","[[117.65586853027344, 0.0, 0.0]]"
188,"[[15269, 357, 34]]","[[167.35601806640625, 0.0, 0.0]]"
189,"[[15269, 357, 34]]","[[61.88640594482422, 0.0, 0.0]]"
190,"[[15269, 357, 34]]","[[115.46854400634766, 0.0, 0.0]]"
191,"[[15269, 357, 34]]","[[6.366871356964111, 0.0, 0.0]]"
192,"[[15269, 357, 34]]","[[143.5072784423828, 2.534658908843994, 0.0]]"
193,"[[15269, 357, 34]]","[[128.0691680908203, 0.0, 0.0]]"
194,"[[15269, 357, 34]]","[[270.1775207519531, 0.0, 0.0]]"
195,"[[15269, 357, 34]]","[[221.38023376464844, 0.0, 0.0]]"
196,"[[15269, 357, 34]]","[[119.18749237060547, 0.0, 0.0]]"
197,"[[15269, 357, 34]]","[[51.67096710205078, 0.0, 0.0]]"
198,"[[15269, 357, 34]]","[[200.2147674560547, 0.0, 0.0]]"
199,"[[15269, 357, 34]]","[[238.25759887695312, 0.0, 0.0]]"
200,"[[15269, 357, 34]]","[[190.64939880371094, 0.0, 0.0]]"
201,"[[15269, 357, 34]]","[[196.93894958496094, 0.0, 0.0]]"
202,"[[15269, 357, 34]]","[[241.6401824951172, 0.0, 0.0]]"
203,"[[15269, 357, 34]]","[[245.66351318359375, 0.0, 0.0]]"
204,"[[15269, 357, 34]]","[[113.44157409667969, 0.0, 0.0]]"
205,"[[15269, 357, 34]]","[[57.291038513183594, 0.0, 0.0]]"
206,"[[15269, 357, 34]]","[[262.44610595703125, 0.0, 0.0]]"
207,"[[15269, 357, 34]]","[[256.1021728515625, 0.0, 0.0]]"
208,"[[15269, 357, 34]]","[[251.2587432861328, 0.0, 0.0]]"
209,"[[15269, 357, 34]]","[[188.15943908691406, 0.6145597100257874, 0.0]]"
210,"[[15269, 357, 34]]","[[178.6872100830078, 0.0, 0.0]]"
211,"[[15269, 357, 34]]","[[214.02757263183594, 0.0, 0.0]]"
212,"[[15269, 357, 34]]","[[270.8826599121094, 0.0, 0.0]]"
213,"[[15269, 357, 34]]","[[350.45440673828125, 0.0, 0.0]]"
214,"[[15269, 357, 34]]","[[231.10789489746094, 0.0, 0.0]]"
215,"[[15269, 357, 34]]","[[133.06475830078125, 0.0, 0.0]]"
216,"[[15269, 357, 34]]","[[202.56185913085938, 0.0, 0.0]]"
217,"[[15269, 357, 34]]","[[170.12867736816406, 0.0, 0.0]]"
218,"[[15269, 357, 34]]","[[211.08023071289062, 0.0, 0.0]]"
219,"[[15269, 357, 34]]","[[78.9251480102539, 0.0, 0.0]]"
221,"[[15269, 357, 34]]","[[11.483916282653809, 0.0, 0.0]]"
222,"[[15269, 357, 34]]","[[110.0247802734375, 0.0, 0.0]]"
223,"[[15269, 357, 34]]","[[280.0853271484375, 0.0, 0.0]]"
224,"[[15269, 357, 34]]","[[147.8233642578125, 0.0, 0.0]]"
225,"[[15269, 357, 34]]","[[186.98765563964844, 0.0, 0.0]]"
226,"[[15269, 357, 34]]","[[238.27865600585938, 0.0, 0.0]]"
227,"[[15269, 357, 34]]","[[253.32394409179688, 0.0, 0.0]]"
228,"[[15269, 357, 34]]","[[201.17445373535156, 0.0, 0.0]]"
230,"[[15269, 357, 34]]","[[97.5582275390625, 0.0, 0.0]]"
231,"[[15269, 357, 34]]","[[251.04795837402344, 0.0, 0.0]]"
232,"[[15269, 357, 34]]","[[213.6121368408203, 0.0, 0.0]]"
233,"[[15269, 357, 34]]","[[150.4786376953125, 0.0, 0.0]]"
234,"[[15269, 357, 34]]","[[140.01434326171875, 0.0, 0.0]]"
235,"[[15269, 357, 34]]","[[223.55636596679688, 0.0, 0.0]]"
236,"[[15269, 357, 34]]","[[211.44635009765625, 0.0, 0.0]]"
237,"[[15269, 357, 34]]","[[224.40460205078125, 0.0, 0.0]]"
238,"[[15269, 357, 34]]","[[221.2005615234375, 0.0, 0.0]]"
239,"[[15269, 357, 34]]","[[213.9687957763672, 2.872424364089966, 0.0]]"
240,"[[15269, 357, 34]]","[[205.03271484375, 0.0, 0.0]]"
241,"[[15269, 357, 34]]","[[210.6228485107422, 0.0, 0.0]]"
242,"[[15269, 357, 34]]","[[2.109900951385498, 0.0, 0.0]]"
243,"[[15269, 357, 34]]","[[274.82550048828125, 0.0, 0.0]]"
244,"[[15269, 357, 34]]","[[20.813690185546875, 0.17254188656806946, 0.0]]"
245,"[[15269, 357, 34]]","[[164.35450744628906, 0.0, 0.0]]"
246,"[[15269, 357, 34]]","[[182.10743713378906, 0.0, 0.0]]"
247,"[[15269, 357, 34]]","[[248.1458740234375, 0.0, 0.0]]"
248,"[[15269, 357, 34]]","[[230.0101776123047, 2.2267284393310547, 0.0]]"
249,"[[15269, 357, 34]]","[[121.49398803710938, 0.0, 0.0]]"
250,"[[15269, 357, 34]]","[[57.401546478271484, 0.0, 0.0]]"
251,"[[15269, 357, 34]]","[[259.192626953125, 0.0, 0.0]]"
252,"[[15269, 357, 34]]","[[138.9939727783203, 0.0, 0.0]]"
254,"[[15269, 357, 34]]","[[226.97958374023438, 0.0, 0.0]]"
255,"[[15269, 357, 34]]","[[142.8681640625, 0.0, 0.0]]"
256,"[[15269, 357, 34]]","[[138.06198120117188, 0.0, 0.0]]"
257,"[[15269, 357, 34]]","[[212.79331970214844, 0.0, 0.0]]"
258,"[[15269, 357, 34]]","[[226.9819793701172, 0.0, 1.136961579322815]]"
259,"[[15269, 357, 34]]","[[145.74398803710938, 0.0, 0.0]]"
260,"[[15269, 357, 34]]","[[234.82281494140625, 0.0, 0.0]]"
261,"[[15269, 357, 34]]","[[232.22958374023438, 0.0, 0.0]]"
262,"[[15269, 357, 34]]","[[61.529815673828125, 0.0, 0.0]]"
263,"[[15269, 357, 34]]","[[32.02340316772461, 0.0, 0.0]]"
264,"[[15269, 357, 34]]","[[210.88929748535156, 0.0, 0.0]]"
265,"[[15269, 357, 34]]","[[218.47116088867188, 0.0, 0.0]]"
266,"[[15269, 357, 34]]","[[303.8306579589844, 4.21353816986084, 0.0]]"
268,"[[15269, 357, 34]]","[[82.03594970703125, 0.0, 0.0]]"
269,"[[15269, 357, 34]]","[[75.75318145751953, 4.146926403045654, 3.2662148475646973]]"
270,"[[15269, 357, 34]]","[[184.9692840576172, 0.0, 0.0]]"
271,"[[15269, 357, 34]]","[[154.7238006591797, 0.0, 0.0]]"
272,"[[15269, 357, 34]]","[[253.88491821289062, 0.0, 0.0]]"
273,"[[15269, 357, 34]]","[[105.3685073852539, 0.0, 0.0]]"
274,"[[15269, 357, 34]]","[[216.34201049804688, 0.0, 0.0]]"
275,"[[15269, 357, 34]]","[[162.3288116455078, 0.0, 0.0]]"
276,"[[15269, 357, 34]]","[[236.01382446289062, 0.0, 0.0]]"
277,"[[15269, 357, 34]]","[[88.93389892578125, 0.0, 0.0]]"
278,"[[15269, 357, 34]]","[[258.4910888671875, 0.0, 0.0]]"
279,"[[15269, 357, 34]]","[[238.15863037109375, 0.0, 2.8032259941101074]]"
280,"[[15269, 357, 34]]","[[252.98728942871094, 0.0, 0.0]]"
281,"[[15269, 357, 34]]","[[79.86174011230469, 0.0, 0.0]]"
283,"[[15269, 357, 34]]","[[215.06109619140625, 0.0, 0.0]]"
284,"[[15269, 357, 34]]","[[194.91390991210938, 0.0, 0.0]]"
285,"[[15269, 357, 34]]","[[86.69139099121094, 0.0, 0.0]]"
286,"[[15269, 357, 34]]","[[235.92782592773438, 0.0, 0.0]]"
287,"[[15269, 357, 34]]","[[230.55929565429688, 0.0, 0.0]]"
288,"[[15269, 357, 34]]","[[256.6773986816406, 0.0, 0.0]]"
289,"[[15269, 357, 34]]","[[51.65486145019531, 0.0, 0.0]]"
290,"[[15269, 357, 34]]","[[129.0559539794922, 0.0, 0.0]]"
291,"[[15269, 357, 34]]","[[280.2838134765625, 1.2282930612564087, 0.0]]"
292,"[[15269, 357, 34]]","[[205.50938415527344, 0.0, 0.0]]"
293,"[[15269, 357, 34]]","[[242.53273010253906, 0.0, 0.0]]"
294,"[[15269, 357, 34]]","[[235.89454650878906, 0.0, 0.0]]"
295,"[[15269, 357, 34]]","[[39.2692985534668, 0.0, 0.0]]"
297,"[[15269, 357, 34]]","[[245.70826721191406, 0.0, 0.0]]"
298,"[[15269, 357, 34]]","[[113.47958374023438, 0.0, 0.0]]"
299,"[[15269, 357, 34]]","[[171.55419921875, 0.0, 0.0]]"
301,"[[15269, 357, 34]]","[[245.1533660888672, 0.0, 0.0]]"
302,"[[15269, 357, 34]]","[[129.55723571777344, 0.0, 0.0]]"
303,"[[15269, 357, 34]]","[[257.537109375, 0.0, 0.0]]"
304,"[[15269, 357, 34]]","[[131.6046142578125, 0.0, 0.0]]"
305,"[[15269, 357, 34]]","[[88.30381774902344, 0.0, 0.0]]"
306,"[[15269, 357, 34]]","[[200.9133758544922, 1.2914493083953857, 0.0]]"
307,"[[15269, 357, 34]]","[[189.81053161621094, 0.0, 0.0]]"
308,"[[15269, 357, 34]]","[[59.496070861816406, 0.0, 0.0]]"
309,"[[15269, 357, 34]]","[[100.68331909179688, 0.0, 0.0]]"
310,"[[15269, 357, 34]]","[[217.6260986328125, 0.0, 0.0]]"
311,"[[15269, 357, 34]]","[[39.73611068725586, 0.0, 0.0]]"
313,"[[15269, 357, 34]]","[[174.2666473388672, 0.5502928495407104, 0.0]]"
314,"[[15269, 357, 34]]","[[26.661548614501953, 0.0, 0.0]]"
315,"[[15269, 357, 34]]","[[229.76702880859375, 0.0, 0.0]]"
316,"[[15269, 357, 34]]","[[360.8570861816406, 1.6001076698303223, 0.7923198938369751]]"
317,"[[15269, 357, 34]]","[[209.25253295898438, 0.0, 0.0]]"
318,"[[15269, 357, 34]]","[[34.84363555908203, 0.0, 0.0]]"
319,"[[15269, 357, 34]]","[[189.16725158691406, 0.0, 0.0]]"
320,"[[15269, 357, 34]]","[[102.67981719970703, 0.0, 0.0]]"
321,"[[15269, 357, 34]]","[[26.705488204956055, 0.0, 0.0]]"
322,"[[15269, 357, 34]]","[[190.62806701660156, 0.011018261313438416, 0.0]]"
323,"[[15269, 357, 34]]","[[217.99148559570312, 2.514777183532715, 0.0]]"
324,"[[15269, 357, 34]]","[[211.16015625, 0.0, 0.0]]"
325,"[[15269, 357, 34]]","[[190.93536376953125, 0.0, 0.0]]"
326,"[[15269, 357, 34]]","[[212.90975952148438, 0.0, 0.0]]"
327,"[[15269, 357, 34]]","[[177.39694213867188, 0.0, 0.0]]"
328,"[[15269, 357, 34]]","[[251.11729431152344, 0.0, 0.0]]"
329,"[[15269, 357, 34]]","[[130.68699645996094, 0.0, 0.0]]"
330,"[[15269, 357, 34]]","[[193.72662353515625, 0.0, 0.0]]"
331,"[[15269, 357, 34]]","[[304.39776611328125, 0.0, 0.0]]"
332,"[[15269, 357, 34]]","[[222.60476684570312, 0.7483627200126648, 0.0]]"
333,"[[15269, 357, 34]]","[[138.39390563964844, 0.0, 0.0]]"
334,"[[15269, 357, 34]]","[[223.07882690429688, 0.0, 0.0]]"
335,"[[15269, 357, 34]]","[[95.46183013916016, 0.0, 0.0]]"
336,"[[15269, 357, 34]]","[[161.96829223632812, 0.0, 0.0]]"
337,"[[15269, 357, 34]]","[[227.10694885253906, 0.0, 0.0]]"
338,"[[15269, 357, 34]]","[[162.39849853515625, 0.0, 0.0]]"
339,"[[15269, 357, 34]]","[[173.6147003173828, 0.0, 0.0]]"
340,"[[15269, 357, 34]]","[[129.26803588867188, 0.0, 0.0]]"
341,"[[15269, 357, 34]]","[[175.59471130371094, 0.0, 0.0]]"
342,"[[15269, 357, 34]]","[[240.66815185546875, 0.0, 0.0]]"
343,"[[15269, 357, 34]]","[[36.21701431274414, 1.441406488418579, 0.0]]"
344,"[[15269, 357, 34]]","[[73.36186218261719, 6.277900218963623, 2.080543279647827]]"
345,"[[15269, 357, 34]]","[[274.9444274902344, 0.4274490475654602, 0.04539996385574341]]"
346,"[[15269, 357, 34]]","[[95.96395111083984, 0.0, 0.0]]"
347,"[[15269, 357, 34]]","[[114.98372650146484, 0.0, 0.0]]"
348,"[[15269, 357, 34]]","[[211.6611328125, 0.0, 0.0]]"
349,"[[15269, 357, 34]]","[[251.7374267578125, 0.0, 0.0]]"
350,"[[15269, 357, 34]]","[[184.9735107421875, 0.0, 0.0]]"
351,"[[15269, 357, 34]]","[[157.2679901123047, 2.6162219047546387, 0.0]]"
352,"[[15269, 357, 34]]","[[196.16912841796875, 0.0, 0.0]]"
353,"[[15269, 357, 34]]","[[166.65118408203125, 0.0, 4.378308296203613]]"
354,"[[15269, 357, 34]]","[[97.76600646972656, 2.166743516921997, 0.0]]"
355,"[[15269, 357, 34]]","[[93.54415893554688, 0.0, 0.0]]"
356,"[[15269, 357, 34]]","[[167.0757293701172, 0.0, 0.0]]"
357,"[[15269, 357, 34]]","[[210.4765167236328, 0.0, 0.0]]"
358,"[[15269, 357, 34]]","[[57.298973083496094, 0.0, 0.0]]"
359,"[[15269, 357, 34]]","[[195.2527618408203, 0.0, 0.0]]"
360,"[[15269, 357, 34]]","[[233.62535095214844, 3.2544796466827393, 0.0]]"
361,"[[15269, 357, 34]]","[[86.48362731933594, 0.0, 0.0]]"
362,"[[15269, 357, 34]]","[[300.7831726074219, 0.0, 0.0]]"
363,"[[15269, 357, 34]]","[[195.85704040527344, 0.0, 0.0]]"
364,"[[15269, 357, 34]]","[[276.65032958984375, 4.273716926574707, 0.0]]"
365,"[[15269, 357, 34]]","[[121.05496978759766, 0.0, 0.0]]"
366,"[[15269, 357, 34]]","[[199.244873046875, 0.0, 0.0]]"
367,"[[15269, 357, 34]]","[[154.234619140625, 0.0, 0.0]]"
368,"[[15269, 357, 34]]","[[218.63417053222656, 0.0, 3.270800828933716]]"
