Dimension Index,Top-Activating Contexts,Context Activations
184,"[[21762, 690, 547, 1364, 11472, 379, 26978, 3970, 13799, 428, 1285], [777, 4028, 290, 3402, 24655, 379, 262, 7142, 447, 247, 82], [828, 345, 1244, 307, 36907, 379, 717, 546, 703, 12037, 1392], [262, 2663, 11, 6241, 26206, 379, 262, 35564, 9867, 543, 8724], [25, 198, 198, 4677, 4262, 416, 262, 2274, 16836, 441, 654], [464, 14952, 11, 4173, 9091, 416, 2274, 6100, 287, 262, 1294]]","[[0.0, 0.0, 0.0, 0.0, 0.0, 44.593849182128906, 0.0, 0.0, 0.0, 0.06201443076133728, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 34.022003173828125, 8.394460678100586, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 33.33210372924805, 4.606149673461914, 13.769840240478516, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 33.125160217285156, 9.457923889160156, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 32.37057876586914, 10.198976516723633, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 30.245952606201172, 1.4415396451950073, 0.0, 0.0, 0.0, 0.0]]"
197,"[[537, 5430, 286, 2855, 42425, 11333, 290, 262, 12170, 286, 257], [290, 262, 8508, 286, 29901, 7523, 389, 262, 285, 45665, 286], [27306, 13166, 40431, 287, 663, 7765, 960, 11246, 1541, 1944, 287], [286, 607, 410, 3540, 913, 5848, 11, 13307, 2993, 673, 550], [11, 8680, 319, 511, 1027, 9708, 11, 23589, 23098, 23695, 11], [379, 262, 3424, 1627, 286, 6766, 7720, 866, 262, 4865, 11]]","[[0.0, 0.0, 0.0, 0.0, 0.0, 14.473732948303223, 1.3218741416931152, 3.752938747406006, 3.1745731830596924, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 13.91071605682373, 0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 13.744813919067383, 0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 13.001030921936035, 0.0, 1.1185274124145508, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.07102876901626587, 11.51179027557373, 0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 1.1991872787475586, 0.0, 10.55564022064209, 0.0, 1.5760964155197144, 0.0, 0.0, 3.8655812740325928]]"
213,"[[559, 4789, 13, 198, 198, 2953, 607, 2457, 1803, 4495, 355], [1828, 2901, 737, 198, 198, 22229, 284, 281, 564, 246, 343], [319, 3635, 13, 198, 198, 2953, 262, 2612, 286, 262, 2071], [9722, 4570, 13, 198, 198, 2202, 3583, 11, 607, 11989, 532], [286, 19224, 13, 198, 198, 39276, 1913, 5471, 422, 262, 7179], [8222, 10942, 13, 198, 198, 8585, 257, 1802, 3085, 1866, 351]]","[[0.0, 0.0, 0.0, 0.0, 0.0, 14.425861358642578, 7.735595703125, 5.616845607757568, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 12.880805015563965, 7.612613201141357, 2.5433497428894043, 0.0, 1.7076351642608643, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 12.615815162658691, 7.6021342277526855, 7.304713249206543, 5.51452112197876, 2.643636703491211, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 11.71324348449707, 0.0, 1.4214081764221191, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 11.550410270690918, 0.24395638704299927, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 11.425273895263672, 2.428481101989746, 0.6130865812301636, 0.0, 0.0, 0.0]]"
215,"[[4495, 938, 1285, 11, 42707, 22202, 1444, 319, 477, 564, 250], [5302, 3191, 514, 481, 307, 11453, 338, 392, 649, 13122, 82], [7, 18474, 8, 23413, 11, 22195, 1757, 14264, 290, 30334, 11520], [2168, 422, 4336, 12, 35200, 16294, 3271, 10120, 357, 13434, 1869], [892, 286, 4346, 278, 4334, 43775, 11, 262, 3277, 286, 25051]]","[[0.0, 0.0, 0.0, 1.9666290283203125, 0.0, 32.28675842285156, 0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 2.0093460083007812, 4.7719831466674805, 29.934619903564453, 14.853081703186035, 0.0, 0.0, 4.917648792266846, 23.19934844970703], [0.0, 0.0, 0.0, 0.0, 0.0, 29.566387176513672, 0.0, 0.0, 0.09952801465988159, 0.0, 1.3241064548492432], [0.0, 0.0, 0.0, 0.0, 0.0, 29.06503677368164, 0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 28.935239791870117, 3.598188877105713, 0.0, 0.0, 0.0, 0.0]]"
232,"[[290, 6947, 36047, 13, 198, 198, 3237, 584, 36047], [286, 777, 5992, 13, 198, 198, 1135, 423, 2722, 12221, 602]]","[[0.0, 0.0, 0.0, 7.688371658325195, 12.085111618041992, 41.97035598754883, 3.7109901905059814, 1.6379430294036865, 0.9227988123893738], [0.0, 0.0, 0.0, 0.3138677477836609, 7.202963352203369, 38.90861892700195, 0.0, 0.0, 0.0, 0.0, 0.0]]"
236,"[[3394, 4086, 7283, 1503, 309, 562, 13, 21233, 4101, 1411, 286], [13, 679, 1297, 2295, 349, 357, 7645, 17249, 416, 1985, 324], [34892, 27993, 357, 21467, 6, 272, 8, 1377, 6085, 1175, 22587], [2708, 329, 262, 3831, 259, 4445, 11, 4689, 520, 13299, 11], [531, 11, 1864, 284, 6085, 2056, 13, 198, 198, 8888, 338], [72, 373, 10947, 355, 2282, 416, 10704, 2056, 13, 198, 198]]","[[13.3414945602417, 20.244258880615234, 15.6315336227417, 9.529852867126465, 17.128807067871094, 25.67449188232422, 0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 1.9919978380203247, 3.014293909072876, 11.964719772338867, 1.5023036003112793, 24.559921264648438, 8.891526222229004, 15.887636184692383, 13.01037311553955, 13.459834098815918, 8.074233055114746], [1.1724165678024292, 0.0, 9.097128868103027, 17.50472640991211, 14.712130546569824, 21.68058967590332, 9.91357421875, 0.0, 0.0, 0.0, 0.0], [4.093822956085205, 11.43670654296875, 12.246513366699219, 1.907828688621521, 14.974624633789062, 21.48810577392578, 0.0, 14.416522026062012, 6.484335422515869, 18.85323715209961, 0.0], [0.0, 0.0, 14.914985656738281, 16.9511661529541, 13.361668586730957, 19.857681274414062, 0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 1.599249005317688, 9.848250389099121, 0.0, 0.9378564357757568, 17.254995346069336, 10.269580841064453, 16.280359268188477, 0.0, 0.5858356952667236, 0.0]]"
261,"[[7786, 2620, 287, 326, 39857, 11, 257, 649, 3781, 22145, 13], [284, 1487, 287, 262, 3632, 11, 1139, 16394, 4540, 911, 14783], [407, 15771, 511, 1535, 2106, 11, 1864, 284, 257, 2274, 2050], [815, 1325, 287, 1099, 5394, 11, 531, 2311, 13, 28785, 31004]]","[[0.0, 0.0, 0.0, 0.0, 0.0, 26.627079010009766, 3.5665087699890137, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 24.329477310180664, 0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 23.302982330322266, 0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 22.850189208984375, 0.0, 0.0, 0.0, 0.0, 0.0]]"
263,"[[11, 6645, 18575, 625, 1719, 3377, 640, 287, 3770, 11, 878], [13, 198, 198, 40, 550, 3377, 636, 286, 3217, 1755, 287], [1064, 617, 5692, 326, 550, 4838, 511, 8215, 290, 4481, 5895], [198, 25153, 326, 345, 1053, 9657, 257, 649, 2318, 12523, 357]]","[[0.0, 0.0, 0.0, 3.5325069427490234, 3.7937982082366943, 18.444490432739258, 7.6721978187561035, 11.971671104431152, 8.37131118774414, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 17.63140869140625, 0.13108059763908386, 6.641665458679199, 1.102977991104126, 6.592090606689453, 6.393750190734863], [0.0, 0.0, 0.0, 0.0, 3.8198773860931396, 16.98607635498047, 4.14846658706665, 7.327259540557861, 0.37417396903038025, 5.5745320320129395, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 16.680980682373047, 2.005826473236084, 0.24875018000602722, 1.8332122564315796, 5.678503036499023, 0.2549354135990143]]"
309,"[[1691, 3797, 1337, 83, 3979, 290, 1748, 2828, 389, 2045, 329], [5382, 8, 1342, 509, 15037, 1921, 27993, 11, 13070, 532, 317], [587, 3867, 422, 10016, 3006, 656, 4736, 11, 6095, 670, 11], [16070, 11, 12671, 198, 198, 464, 37206, 357, 26, 10914, 25], [2354, 286, 968, 1971, 11, 996, 262, 1664, 9902, 284, 2869], [286, 262, 8744, 13529, 287, 262, 22783, 286, 10553, 13, 198]]","[[0.0, 0.0, 0.0, 0.0, 0.0, 39.44416427612305, 0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 2.2016820907592773, 14.881146430969238, 0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 4.0739312171936035, 0.0, 0.0, 14.58276081085205, 0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 7.740388870239258, 13.353431701660156, 2.5541932582855225, 2.5214455127716064, 1.8247733116149902, 0.0, 0.3648771345615387], [0.0, 2.410130500793457, 0.21654686331748962, 2.80137300491333, 0.8464491367340088, 11.973898887634277, 3.400115728378296, 0.0, 0.1343631148338318, 1.786617398262024, 0.0], [1.8967002630233765, 4.313139915466309, 0.0, 0.0, 3.717069625854492, 11.879918098449707, 0.0, 0.0, 0.0, 5.537467002868652, 0.0]]"
314,"[[5869, 344, 11632, 11, 18322, 710, 8877, 11, 14576, 42843, 29010], [6295, 6086, 3418, 45673, 33561, 64, 21183, 9153, 503, 284, 2198], [64, 10543, 11, 317, 35670, 64, 23663, 22281, 13, 317, 35670], [287, 2607, 11, 1992, 29328, 2611, 42849, 487, 468, 5611, 281], [11, 290, 11812, 5887, 4434, 9232, 311, 382, 75, 12, 50], [13, 198, 198, 44, 3699, 64, 10009, 290, 1583, 2940, 2677]]","[[0.0, 0.0, 0.0, 0.0, 0.0, 18.446096420288086, 0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 17.87436294555664, 0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.6988860368728638, 16.94805908203125, 0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 16.255273818969727, 0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 15.225553512573242, 0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 15.036783218383789, 0.0, 0.0, 0.0, 0.0, 0.0]]"
345,"[[2691, 329, 6829, 1141, 6388, 290, 6947, 36047, 13, 198, 198], [1903, 13326, 286, 1919, 9751, 290, 37378, 13, 770, 3348, 28025], [262, 13340, 2732, 286, 3893, 290, 39946, 8321, 7981, 18451, 18461], [14237, 3249, 351, 262, 6085, 290], [357, 4758, 925, 616, 3656, 290, 314, 11626, 510, 737, 775], [8599, 2253, 11, 7931, 1869, 290, 24346, 6902, 912, 656, 465]]","[[0.0, 0.0, 0.0, 6.096487522125244, 7.133753776550293, 36.5865478515625, 1.532387137413025, 0.9635034799575806, 0.0, 2.706728458404541, 3.6950392723083496], [0.0, 0.0, 8.560396194458008, 10.34979248046875, 7.527298450469971, 36.39289093017578, 0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.6079473495483398, 6.587691783905029, 27.684345245361328, 0.5988826751708984, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 1.3620978593826294, 1.1632829904556274, 0.0, 25.985530853271484], [0.0, 0.0, 0.0, 4.817939758300781, 0.0, 25.260839462280273, 0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 3.013211727142334, 17.954553604125977, 3.725724697113037, 13.6604642868042, 24.0765438079834, 0.0, 3.5750930309295654, 0.0, 0.0, 0.0]]"
372,"[[290, 3582, 278, 3615, 11, 6198, 7530, 284, 14441, 510, 3502], [82, 257, 4315, 12, 25032, 1923, 17715, 284, 4155, 340, 468], [890, 12, 45178, 26624, 373, 6198, 20462, 329, 655, 838, 8640], [37306, 13084, 286, 2813, 543, 373, 2716, 3583, 13, 352, 13], [290, 262, 7475, 284, 1061, 389, 4001, 11, 7382, 1022, 31569], [257, 513, 12, 820, 2046, 7910, 4073, 416, 257, 471, 13]]","[[0.0, 0.0, 0.0, 0.0, 0.0, 8.96584701538086, 0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 7.136139869689941, 0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 6.722658634185791, 0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 2.28519606590271, 1.597426414489746, 5.847996234893799, 0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 5.654049396514893, 0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 5.156307220458984, 0.0, 0.0, 0.0, 0.0, 0.0]]"
377,"[[340, 11, 314, 3417, 617, 286, 262, 2761, 351, 1111, 262], [262, 4130, 290, 1100, 1123, 286, 777, 47646, 357, 9930, 447], [11980, 345, 1683, 3088, 597, 286, 777, 14296, 25, 4373, 12194], [2873, 11, 8096, 287, 749, 286, 262, 13483, 23372, 355, 339], [625, 2405, 284, 14762, 1811, 286, 1301, 447, 247, 82, 37085], [356, 389, 22124, 1780, 617, 286, 674, 2961, 6447, 290, 3781]]","[[0.0, 0.0, 0.0, 0.0, 0.0, 41.53792953491211, 0.0, 0.788093090057373, 2.8863437175750732, 4.54796028137207, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 41.41158676147461, 0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 1.7999038696289062, 40.68992614746094, 0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 1.240701675415039, 40.46439743041992, 6.183393955230713, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 39.271915435791016, 0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 38.89072799682617, 0.0, 0.0, 0.0, 0.0, 0.0]]"
387,"[[42878, 16777, 2191, 4433, 16435, 284, 3494, 1365, 2324, 290, 1321]]","[[0.0, 0.0, 0.0, 2.716162919998169, 19.711244583129883, 56.172080993652344, 9.797289848327637, 0.0, 0.0, 3.129147529602051, 0.0]]"
