Dimension Index,Top-Activating Contexts,Context Activations
30,"[[15269, 357, 34]]","[[190.2922821044922, 0.0, 0.0]]"
31,"[[15269, 357, 34]]","[[255.11631774902344, 0.0, 0.0]]"
32,"[[15269, 357, 34]]","[[49.65121078491211, 0.0, 0.0]]"
33,"[[15269, 357, 34]]","[[196.9114227294922, 1.6751629114151, 0.8610682487487793]]"
34,"[[15269, 357, 34]]","[[147.04627990722656, 0.0, 1.0814963579177856]]"
35,"[[15269, 357, 34]]","[[157.10670471191406, 0.39774012565612793, 0.8890483379364014]]"
36,"[[15269, 357, 34]]","[[196.78660583496094, 1.2534568309783936, 0.0]]"
37,"[[15269, 357, 34]]","[[96.73046112060547, 0.0, 0.0]]"
38,"[[15269, 357, 34]]","[[263.13348388671875, 0.0, 0.0]]"
39,"[[15269, 357, 34]]","[[271.6275634765625, 0.0, 3.402933359146118]]"
40,"[[15269, 357, 34]]","[[65.60166931152344, 0.0, 0.0]]"
41,"[[15269, 357, 34]]","[[112.46321868896484, 1.2995951175689697, 0.0]]"
42,"[[15269, 357, 34]]","[[189.34336853027344, 0.04740200936794281, 0.05959440767765045]]"
43,"[[15269, 357, 34]]","[[0.0, 1.1836442947387695, 1.0546681880950928]]"
44,"[[15269, 357, 34]]","[[233.11312866210938, 0.0, 0.0]]"
45,"[[15269, 357, 34]]","[[84.9797592163086, 0.0, 0.0]]"
46,"[[15269, 357, 34]]","[[171.20114135742188, 0.0, 0.0]]"
47,"[[15269, 357, 34]]","[[212.76463317871094, 0.0, 0.0]]"
48,"[[15269, 357, 34]]","[[149.84365844726562, 2.911929130554199, 0.0]]"
49,"[[15269, 357, 34]]","[[205.6606903076172, 0.0, 0.0]]"
50,"[[15269, 357, 34]]","[[196.7080841064453, 0.39964568614959717, 0.0]]"
51,"[[15269, 357, 34]]","[[218.5323028564453, 0.0, 0.0]]"
52,"[[15269, 357, 34]]","[[165.58241271972656, 0.0, 0.0]]"
53,"[[15269, 357, 34]]","[[201.91781616210938, 0.0, 0.0]]"
54,"[[15269, 357, 34]]","[[171.97216796875, 0.0, 0.0]]"
55,"[[15269, 357, 34]]","[[159.75694274902344, 0.0, 0.0]]"
56,"[[15269, 357, 34]]","[[98.61520385742188, 0.0, 0.0]]"
57,"[[15269, 357, 34]]","[[198.99905395507812, 3.5219497680664062, 0.0]]"
58,"[[15269, 357, 34]]","[[79.54415893554688, 0.0, 0.0]]"
59,"[[15269, 357, 34]]","[[200.78524780273438, 0.0, 0.0]]"
60,"[[15269, 357, 34]]","[[215.20689392089844, 0.0, 0.0]]"
61,"[[15269, 357, 34]]","[[258.129638671875, 0.0, 0.0]]"
62,"[[15269, 357, 34]]","[[235.984375, 0.0, 0.0]]"
63,"[[15269, 357, 34]]","[[236.39663696289062, 0.0, 0.0]]"
64,"[[15269, 357, 34]]","[[212.94105529785156, 0.0, 2.441897392272949]]"
65,"[[15269, 357, 34]]","[[177.4566650390625, 0.16253413259983063, 0.830691397190094]]"
66,"[[15269, 357, 34]]","[[87.32538604736328, 0.0, 0.0]]"
67,"[[15269, 357, 34]]","[[163.63990783691406, 0.0, 0.0]]"
68,"[[15269, 357, 34]]","[[162.4561767578125, 0.0, 0.0]]"
69,"[[15269, 357, 34]]","[[146.47012329101562, 0.0, 0.0]]"
70,"[[15269, 357, 34]]","[[228.35765075683594, 0.0, 0.0]]"
71,"[[15269, 357, 34]]","[[176.19784545898438, 0.6846551895141602, 0.0]]"
72,"[[15269, 357, 34]]","[[117.98078155517578, 3.8688700199127197, 0.26964113116264343]]"
73,"[[15269, 357, 34]]","[[180.4582061767578, 0.0, 4.717061996459961]]"
74,"[[15269, 357, 34]]","[[181.1994171142578, 3.2405261993408203, 0.0]]"
75,"[[15269, 357, 34]]","[[198.85850524902344, 0.0, 0.0]]"
76,"[[15269, 357, 34]]","[[4.006601333618164, 0.5894273519515991, 0.9136499166488647]]"
77,"[[15269, 357, 34]]","[[142.0489044189453, 0.0, 0.0]]"
78,"[[15269, 357, 34]]","[[152.61341857910156, 0.0, 0.0]]"
79,"[[15269, 357, 34]]","[[96.7523422241211, 0.0, 0.296935111284256]]"
80,"[[15269, 357, 34]]","[[196.6531219482422, 0.0, 0.0]]"
81,"[[15269, 357, 34]]","[[244.4115447998047, 0.0, 0.0]]"
82,"[[15269, 357, 34]]","[[269.54400634765625, 0.0, 0.0]]"
83,"[[15269, 357, 34]]","[[153.9178009033203, 0.0, 0.0]]"
85,"[[15269, 357, 34]]","[[160.71173095703125, 0.0, 0.0]]"
86,"[[15269, 357, 34]]","[[155.7232208251953, 0.0, 0.0]]"
87,"[[15269, 357, 34]]","[[247.61297607421875, 0.0, 0.0]]"
88,"[[15269, 357, 34]]","[[255.4232940673828, 0.0, 0.0]]"
89,"[[15269, 357, 34]]","[[180.79624938964844, 0.0, 0.0]]"
90,"[[15269, 357, 34]]","[[193.2298126220703, 1.2906272411346436, 0.0]]"
91,"[[15269, 357, 34]]","[[140.291259765625, 0.0, 0.0]]"
92,"[[15269, 357, 34]]","[[133.3338165283203, 0.0, 0.0]]"
93,"[[15269, 357, 34]]","[[244.37213134765625, 0.7748034000396729, 0.0]]"
94,"[[15269, 357, 34]]","[[181.2962188720703, 0.3415694534778595, 0.0]]"
95,"[[15269, 357, 34]]","[[269.7253723144531, 0.0, 0.0]]"
96,"[[15269, 357, 34]]","[[222.18849182128906, 0.2517949640750885, 0.0]]"
97,"[[15269, 357, 34]]","[[231.64657592773438, 2.8041880130767822, 0.0]]"
98,"[[15269, 357, 34]]","[[207.53302001953125, 0.6763627529144287, 2.2826905250549316]]"
99,"[[15269, 357, 34]]","[[220.18838500976562, 3.3654167652130127, 1.4044896364212036]]"
100,"[[15269, 357, 34]]","[[102.05553436279297, 0.0, 0.0]]"
101,"[[15269, 357, 34]]","[[239.2998504638672, 1.2784854173660278, 0.0]]"
102,"[[15269, 357, 34]]","[[155.94430541992188, 0.0, 0.0]]"
103,"[[15269, 357, 34]]","[[184.07151794433594, 0.0, 0.0]]"
104,"[[15269, 357, 34]]","[[167.79922485351562, 0.0, 0.0]]"
105,"[[15269, 357, 34]]","[[126.62100219726562, 0.0, 0.0]]"
106,"[[15269, 357, 34]]","[[168.24134826660156, 0.0, 0.0]]"
107,"[[15269, 357, 34]]","[[235.4014434814453, 0.0, 0.0]]"
108,"[[15269, 357, 34]]","[[142.34962463378906, 0.0, 0.0]]"
109,"[[15269, 357, 34]]","[[147.9504852294922, 2.7835633754730225, 0.0]]"
110,"[[15269, 357, 34]]","[[201.80323791503906, 0.0, 0.0]]"
111,"[[15269, 357, 34]]","[[197.0397186279297, 0.9040403962135315, 2.7106716632843018]]"
112,"[[15269, 357, 34]]","[[29.829261779785156, 0.0, 0.0]]"
113,"[[15269, 357, 34]]","[[254.4826202392578, 0.0, 0.0]]"
114,"[[15269, 357, 34]]","[[112.653076171875, 0.0, 0.0]]"
115,"[[15269, 357, 34]]","[[124.04444122314453, 0.0, 0.0]]"
116,"[[15269, 357, 34]]","[[135.43087768554688, 0.0, 0.0]]"
117,"[[15269, 357, 34]]","[[158.1410369873047, 0.0, 0.0]]"
118,"[[15269, 357, 34]]","[[197.95172119140625, 0.0, 0.0]]"
119,"[[15269, 357, 34]]","[[179.6005859375, 0.0, 2.4099459648132324]]"
120,"[[15269, 357, 34]]","[[158.581787109375, 0.0, 0.0]]"
121,"[[15269, 357, 34]]","[[110.54916381835938, 0.0, 0.0]]"
122,"[[15269, 357, 34]]","[[168.9798126220703, 3.0016486644744873, 0.0]]"
123,"[[15269, 357, 34]]","[[241.50607299804688, 0.23136425018310547, 0.0]]"
124,"[[15269, 357, 34]]","[[193.2715606689453, 0.0, 0.0]]"
125,"[[15269, 357, 34]]","[[214.29873657226562, 0.0, 0.0]]"
126,"[[15269, 357, 34]]","[[214.83912658691406, 0.0, 2.8759729862213135]]"
127,"[[15269, 357, 34]]","[[237.144775390625, 0.0, 0.0]]"
128,"[[15269, 357, 34]]","[[146.81051635742188, 1.135862946510315, 1.6404386758804321]]"
129,"[[15269, 357, 34]]","[[186.96669006347656, 1.3350485563278198, 0.0]]"
130,"[[15269, 357, 34]]","[[258.8542785644531, 0.0, 0.0]]"
131,"[[15269, 357, 34]]","[[226.5763397216797, 0.5378657579421997, 0.0]]"
132,"[[15269, 357, 34]]","[[167.44039916992188, 0.0, 0.0]]"
133,"[[15269, 357, 34]]","[[174.07322692871094, 1.2190887928009033, 0.0]]"
134,"[[15269, 357, 34]]","[[150.1846160888672, 0.0, 0.0]]"
135,"[[15269, 357, 34]]","[[188.53909301757812, 0.0, 0.0]]"
136,"[[15269, 357, 34]]","[[182.0514678955078, 0.0, 0.0]]"
137,"[[15269, 357, 34]]","[[84.82227325439453, 0.0, 0.0]]"
138,"[[15269, 357, 34]]","[[97.58592224121094, 0.0, 0.0]]"
139,"[[15269, 357, 34]]","[[8.126814842224121, 0.35921546816825867, 0.6614081859588623]]"
140,"[[15269, 357, 34]]","[[5.614539623260498, 0.015740597620606422, 0.2889403700828552]]"
141,"[[15269, 357, 34]]","[[245.28591918945312, 0.0, 0.0]]"
142,"[[15269, 357, 34]]","[[111.56588745117188, 0.0, 0.0]]"
143,"[[15269, 357, 34]]","[[182.64480590820312, 0.0, 1.877069354057312]]"
144,"[[15269, 357, 34]]","[[249.43777465820312, 0.0, 0.0]]"
145,"[[15269, 357, 34]]","[[148.9759063720703, 0.0, 0.0]]"
146,"[[15269, 357, 34]]","[[166.28292846679688, 0.0, 0.0]]"
147,"[[15269, 357, 34]]","[[184.30447387695312, 0.0, 0.0]]"
148,"[[15269, 357, 34]]","[[187.9324493408203, 0.0, 0.0]]"
149,"[[15269, 357, 34]]","[[133.2752227783203, 0.0, 0.0]]"
150,"[[15269, 357, 34]]","[[233.02413940429688, 0.0, 0.0]]"
151,"[[15269, 357, 34]]","[[118.68546295166016, 0.0, 0.0]]"
152,"[[15269, 357, 34]]","[[209.541015625, 1.1636277437210083, 0.0]]"
154,"[[15269, 357, 34]]","[[154.47569274902344, 0.0, 0.0]]"
155,"[[15269, 357, 34]]","[[1.983079195022583, 0.45037591457366943, 0.47989070415496826]]"
156,"[[15269, 357, 34]]","[[273.1443786621094, 1.2301290035247803, 0.0]]"
157,"[[15269, 357, 34]]","[[154.6602325439453, 0.0, 0.0]]"
158,"[[15269, 357, 34]]","[[232.51829528808594, 0.0, 0.0]]"
159,"[[15269, 357, 34]]","[[174.36392211914062, 1.1253286600112915, 1.6394679546356201]]"
160,"[[15269, 357, 34]]","[[232.44039916992188, 0.0, 0.0]]"
161,"[[15269, 357, 34]]","[[233.66725158691406, 1.8080601692199707, 0.0]]"
162,"[[15269, 357, 34]]","[[168.45892333984375, 0.0, 0.0]]"
163,"[[15269, 357, 34]]","[[135.2346649169922, 0.0, 0.0]]"
164,"[[15269, 357, 34]]","[[248.852783203125, 0.0, 0.0]]"
166,"[[15269, 357, 34]]","[[297.49737548828125, 0.0, 0.0]]"
167,"[[15269, 357, 34]]","[[192.40997314453125, 0.0, 0.0]]"
168,"[[15269, 357, 34]]","[[179.41748046875, 2.6349833011627197, 0.0]]"
169,"[[15269, 357, 34]]","[[123.19075775146484, 0.0, 0.0]]"
170,"[[15269, 357, 34]]","[[128.6659698486328, 0.0, 0.0]]"
171,"[[15269, 357, 34]]","[[124.23184204101562, 0.0, 0.0]]"
172,"[[15269, 357, 34]]","[[161.49595642089844, 0.0, 0.0]]"
173,"[[15269, 357, 34]]","[[173.33106994628906, 0.0, 0.0]]"
174,"[[15269, 357, 34]]","[[72.81803894042969, 0.0, 0.0]]"
175,"[[15269, 357, 34]]","[[175.34039306640625, 0.0, 0.0]]"
176,"[[15269, 357, 34]]","[[260.3819274902344, 0.0, 0.0]]"
177,"[[15269, 357, 34]]","[[181.1917266845703, 0.6723760366439819, 0.0]]"
178,"[[15269, 357, 34]]","[[190.8607940673828, 0.0, 0.0]]"
179,"[[15269, 357, 34]]","[[261.0758361816406, 0.0, 0.0]]"
180,"[[15269, 357, 34]]","[[45.93681335449219, 0.0, 0.0]]"
181,"[[15269, 357, 34]]","[[175.1789093017578, 0.0, 0.0]]"
182,"[[15269, 357, 34]]","[[216.42332458496094, 0.0, 0.0]]"
183,"[[15269, 357, 34]]","[[227.92462158203125, 0.0, 0.0]]"
184,"[[15269, 357, 34]]","[[170.60595703125, 0.0, 0.0]]"
185,"[[15269, 357, 34]]","[[204.62698364257812, 0.0, 0.0]]"
186,"[[15269, 357, 34]]","[[198.95225524902344, 3.821787118911743, 0.0]]"
187,"[[15269, 357, 34]]","[[233.4801483154297, 0.0, 0.0]]"
188,"[[15269, 357, 34]]","[[197.49456787109375, 0.0, 0.0]]"
189,"[[15269, 357, 34]]","[[154.67062377929688, 0.0, 0.0]]"
190,"[[15269, 357, 34]]","[[211.16986083984375, 0.0, 0.0]]"
191,"[[15269, 357, 34]]","[[214.8587646484375, 3.3907406330108643, 2.6443870067596436]]"
192,"[[15269, 357, 34]]","[[195.93673706054688, 0.20884282886981964, 0.0]]"
193,"[[15269, 357, 34]]","[[257.77435302734375, 0.0, 0.0]]"
194,"[[15269, 357, 34]]","[[145.57452392578125, 2.283630847930908, 0.0]]"
195,"[[15269, 357, 34]]","[[160.23829650878906, 0.0, 0.0]]"
196,"[[15269, 357, 34]]","[[0.0, 1.4290772676467896, 1.6082221269607544]]"
197,"[[15269, 357, 34]]","[[173.1042938232422, 0.0, 0.0]]"
198,"[[15269, 357, 34]]","[[191.856201171875, 0.0, 0.0]]"
199,"[[15269, 357, 34]]","[[213.30149841308594, 0.0, 0.0]]"
200,"[[15269, 357, 34]]","[[183.96861267089844, 2.6742987632751465, 0.0]]"
201,"[[15269, 357, 34]]","[[165.9193115234375, 0.0, 0.0]]"
202,"[[15269, 357, 34]]","[[165.6626434326172, 0.0, 0.0]]"
203,"[[15269, 357, 34]]","[[201.14285278320312, 0.0, 0.0]]"
204,"[[15269, 357, 34]]","[[190.52517700195312, 0.0, 0.0]]"
205,"[[15269, 357, 34]]","[[232.3229217529297, 0.0, 0.0]]"
206,"[[15269, 357, 34]]","[[210.77716064453125, 4.859230041503906, 0.0]]"
207,"[[15269, 357, 34]]","[[172.6667938232422, 0.13028308749198914, 0.0]]"
208,"[[15269, 357, 34]]","[[230.013427734375, 0.0, 0.0]]"
209,"[[15269, 357, 34]]","[[145.9716339111328, 0.0, 0.0]]"
210,"[[15269, 357, 34]]","[[165.29554748535156, 0.4139432907104492, 0.0]]"
211,"[[15269, 357, 34]]","[[222.45880126953125, 0.0, 0.0]]"
212,"[[15269, 357, 34]]","[[172.90591430664062, 0.6277493238449097, 0.0]]"
213,"[[15269, 357, 34]]","[[150.40711975097656, 0.0, 0.0]]"
214,"[[15269, 357, 34]]","[[189.88954162597656, 3.5744314193725586, 4.215895175933838]]"
215,"[[15269, 357, 34]]","[[130.5881805419922, 0.0, 0.0]]"
216,"[[15269, 357, 34]]","[[257.3408203125, 0.0, 0.0]]"
217,"[[15269, 357, 34]]","[[205.3343048095703, 2.8206515312194824, 0.0]]"
218,"[[15269, 357, 34]]","[[151.01580810546875, 0.0, 0.0]]"
219,"[[15269, 357, 34]]","[[177.1219940185547, 0.0, 0.0]]"
220,"[[15269, 357, 34]]","[[186.641845703125, 0.0, 0.0]]"
221,"[[15269, 357, 34]]","[[95.8958740234375, 0.0, 0.0]]"
222,"[[15269, 357, 34]]","[[182.3549041748047, 0.0, 0.0]]"
223,"[[15269, 357, 34]]","[[164.4190673828125, 0.0, 0.0]]"
224,"[[15269, 357, 34]]","[[254.7115936279297, 1.4987415075302124, 0.0]]"
225,"[[15269, 357, 34]]","[[135.13095092773438, 0.0, 0.640107274055481]]"
226,"[[15269, 357, 34]]","[[201.51666259765625, 0.0, 0.0]]"
227,"[[15269, 357, 34]]","[[174.398681640625, 2.908801794052124, 0.0]]"
228,"[[15269, 357, 34]]","[[140.9773712158203, 0.0, 0.0]]"
229,"[[15269, 357, 34]]","[[208.05218505859375, 0.0, 0.0]]"
230,"[[15269, 357, 34]]","[[236.1333770751953, 0.0, 0.0]]"
231,"[[15269, 357, 34]]","[[137.55288696289062, 0.0, 0.0]]"
232,"[[15269, 357, 34]]","[[290.7810974121094, 0.0, 2.3929171562194824]]"
233,"[[15269, 357, 34]]","[[204.85595703125, 0.0, 0.0]]"
234,"[[15269, 357, 34]]","[[175.1032257080078, 0.0, 0.0]]"
235,"[[15269, 357, 34]]","[[178.79188537597656, 0.0, 0.0]]"
236,"[[15269, 357, 34]]","[[4.171167373657227, 0.34406936168670654, 0.3931328356266022]]"
237,"[[15269, 357, 34]]","[[148.14573669433594, 0.0, 1.2184779644012451]]"
238,"[[15269, 357, 34]]","[[3.3878579139709473, 12.212786674499512, 0.0]]"
239,"[[15269, 357, 34]]","[[192.38250732421875, 0.0, 1.5927250385284424]]"
240,"[[15269, 357, 34]]","[[216.5410614013672, 0.0, 0.0]]"
241,"[[15269, 357, 34]]","[[133.0985565185547, 0.0, 0.0]]"
242,"[[15269, 357, 34]]","[[246.85833740234375, 0.0, 0.0]]"
243,"[[15269, 357, 34]]","[[172.74319458007812, 0.0, 0.0]]"
244,"[[15269, 357, 34]]","[[65.08917999267578, 0.0, 0.0]]"
245,"[[15269, 357, 34]]","[[179.4324951171875, 3.6771345138549805, 0.0]]"
246,"[[15269, 357, 34]]","[[163.54931640625, 0.0, 0.0]]"
247,"[[15269, 357, 34]]","[[87.06352996826172, 0.0, 0.0]]"
248,"[[15269, 357, 34]]","[[227.10015869140625, 0.0, 0.0]]"
250,"[[15269, 357, 34]]","[[162.36279296875, 0.0, 0.0]]"
251,"[[15269, 357, 34]]","[[186.00973510742188, 0.0, 0.0]]"
252,"[[15269, 357, 34]]","[[210.1679229736328, 0.0, 0.0]]"
253,"[[15269, 357, 34]]","[[195.71902465820312, 3.9524567127227783, 0.0]]"
254,"[[15269, 357, 34]]","[[71.5550308227539, 0.0, 0.0]]"
255,"[[15269, 357, 34]]","[[203.85618591308594, 2.3480758666992188, 0.0]]"
256,"[[15269, 357, 34]]","[[204.81251525878906, 0.0, 0.15714126825332642]]"
257,"[[15269, 357, 34]]","[[217.9261932373047, 0.0, 0.0]]"
258,"[[15269, 357, 34]]","[[40.52043533325195, 0.0, 0.0]]"
259,"[[15269, 357, 34]]","[[6.321564197540283, 0.3459671139717102, 0.16348572075366974]]"
260,"[[15269, 357, 34]]","[[124.35330963134766, 0.0, 0.0]]"
261,"[[15269, 357, 34]]","[[229.1424560546875, 1.5338128805160522, 0.0]]"
262,"[[15269, 357, 34]]","[[244.0941619873047, 2.86074161529541, 0.0]]"
263,"[[15269, 357, 34]]","[[114.65033721923828, 0.0, 0.0]]"
264,"[[15269, 357, 34]]","[[209.4307098388672, 0.0, 0.0]]"
265,"[[15269, 357, 34]]","[[184.63711547851562, 2.2930405139923096, 0.0]]"
266,"[[15269, 357, 34]]","[[12.135482788085938, 0.6408858895301819, 0.7832458019256592]]"
267,"[[15269, 357, 34]]","[[0.0, 1.3949272632598877, 1.2104521989822388]]"
268,"[[15269, 357, 34]]","[[87.37455749511719, 0.0, 0.0]]"
269,"[[15269, 357, 34]]","[[173.69647216796875, 0.0, 0.0]]"
270,"[[15269, 357, 34]]","[[194.4855194091797, 0.0, 0.0]]"
271,"[[15269, 357, 34]]","[[239.16612243652344, 0.0, 0.0]]"
272,"[[15269, 357, 34]]","[[144.99166870117188, 0.0, 0.0]]"
273,"[[15269, 357, 34]]","[[164.0343780517578, 0.46166127920150757, 0.0]]"
274,"[[15269, 357, 34]]","[[134.9217529296875, 0.0, 0.0]]"
275,"[[15269, 357, 34]]","[[198.35946655273438, 0.17572125792503357, 0.0]]"
276,"[[15269, 357, 34]]","[[125.76001739501953, 1.5553007125854492, 0.4795866310596466]]"
277,"[[15269, 357, 34]]","[[174.5843963623047, 0.0, 0.0]]"
278,"[[15269, 357, 34]]","[[203.59107971191406, 0.0, 0.0]]"
279,"[[15269, 357, 34]]","[[240.60189819335938, 2.895890235900879, 2.72758150100708]]"
280,"[[15269, 357, 34]]","[[216.48741149902344, 0.0, 0.0]]"
281,"[[15269, 357, 34]]","[[0.0, 1.3154499530792236, 1.3223443031311035]]"
282,"[[15269, 357, 34]]","[[198.3007354736328, 0.0, 0.0]]"
283,"[[15269, 357, 34]]","[[217.1531982421875, 0.0, 0.0]]"
284,"[[15269, 357, 34]]","[[163.16954040527344, 2.631479024887085, 0.0]]"
285,"[[15269, 357, 34]]","[[192.71205139160156, 0.0, 0.0]]"
286,"[[15269, 357, 34]]","[[223.52279663085938, 0.0, 0.0]]"
287,"[[15269, 357, 34]]","[[173.70750427246094, 0.0, 0.0]]"
288,"[[15269, 357, 34]]","[[56.25403594970703, 0.0, 0.0]]"
289,"[[15269, 357, 34]]","[[203.40469360351562, 0.0, 0.0]]"
290,"[[15269, 357, 34]]","[[236.38258361816406, 0.0, 0.0]]"
291,"[[15269, 357, 34]]","[[224.87301635742188, 0.5003572702407837, 0.0]]"
292,"[[15269, 357, 34]]","[[173.0017547607422, 0.0, 0.0]]"
293,"[[15269, 357, 34]]","[[162.55712890625, 0.1845179796218872, 0.0]]"
294,"[[15269, 357, 34]]","[[183.55995178222656, 0.0, 0.0]]"
295,"[[15269, 357, 34]]","[[187.96400451660156, 1.782599687576294, 0.34261858463287354]]"
296,"[[15269, 357, 34]]","[[205.27191162109375, 0.0, 5.052521228790283]]"
297,"[[15269, 357, 34]]","[[194.53761291503906, 1.4446362257003784, 1.4072918891906738]]"
298,"[[15269, 357, 34]]","[[159.98519897460938, 1.380035400390625, 0.33897820115089417]]"
299,"[[15269, 357, 34]]","[[133.80628967285156, 0.0, 0.7545273303985596]]"
300,"[[15269, 357, 34]]","[[143.79754638671875, 0.0, 0.0]]"
301,"[[15269, 357, 34]]","[[109.16596984863281, 0.0, 0.0]]"
302,"[[15269, 357, 34]]","[[185.2726593017578, 0.0, 0.0]]"
303,"[[15269, 357, 34]]","[[170.61276245117188, 0.6475319862365723, 0.0]]"
304,"[[15269, 357, 34]]","[[152.61016845703125, 0.6842654943466187, 0.0]]"
305,"[[15269, 357, 34]]","[[133.12147521972656, 0.0, 0.0]]"
306,"[[15269, 357, 34]]","[[167.84596252441406, 0.0, 0.0]]"
307,"[[15269, 357, 34]]","[[174.12501525878906, 0.0, 0.0]]"
308,"[[15269, 357, 34]]","[[136.29270935058594, 0.0, 0.0]]"
309,"[[15269, 357, 34]]","[[229.50172424316406, 0.0, 0.0]]"
310,"[[15269, 357, 34]]","[[216.68873596191406, 2.3494627475738525, 3.690290689468384]]"
311,"[[15269, 357, 34]]","[[176.16673278808594, 0.0, 0.0]]"
312,"[[15269, 357, 34]]","[[306.5455627441406, 4.919642448425293, 16.045583724975586]]"
313,"[[15269, 357, 34]]","[[187.48788452148438, 0.0, 0.0]]"
314,"[[15269, 357, 34]]","[[129.79306030273438, 0.0, 0.0]]"
315,"[[15269, 357, 34]]","[[240.38662719726562, 0.0, 0.0]]"
316,"[[15269, 357, 34]]","[[176.78762817382812, 0.0, 0.0]]"
317,"[[15269, 357, 34]]","[[169.33665466308594, 0.0, 0.0]]"
318,"[[15269, 357, 34]]","[[0.231875479221344, 0.0, 0.0]]"
320,"[[15269, 357, 34]]","[[232.60537719726562, 0.0, 0.0]]"
321,"[[15269, 357, 34]]","[[236.54078674316406, 0.0, 0.0]]"
322,"[[15269, 357, 34]]","[[303.51959228515625, 1.707714557647705, 0.0]]"
323,"[[15269, 357, 34]]","[[131.2390899658203, 1.8305881023406982, 0.0]]"
324,"[[15269, 357, 34]]","[[215.1429901123047, 0.0, 0.0]]"
325,"[[15269, 357, 34]]","[[244.81712341308594, 0.3612549901008606, 0.0]]"
326,"[[15269, 357, 34]]","[[179.492919921875, 0.0, 0.0]]"
328,"[[15269, 357, 34]]","[[269.7217102050781, 0.0, 0.0]]"
329,"[[15269, 357, 34]]","[[134.7027587890625, 0.0, 0.0]]"
330,"[[15269, 357, 34]]","[[248.9121551513672, 0.0, 0.0]]"
331,"[[15269, 357, 34]]","[[177.4933624267578, 0.0, 2.2340548038482666]]"
332,"[[15269, 357, 34]]","[[202.45594787597656, 3.2164971828460693, 0.0]]"
333,"[[15269, 357, 34]]","[[162.92796325683594, 0.0, 0.0]]"
334,"[[15269, 357, 34]]","[[241.91812133789062, 0.0, 0.0]]"
335,"[[15269, 357, 34]]","[[226.28147888183594, 0.0, 0.0]]"
336,"[[15269, 357, 34]]","[[224.79351806640625, 3.3868038654327393, 0.0]]"
337,"[[15269, 357, 34]]","[[213.10914611816406, 0.0, 0.0]]"
338,"[[15269, 357, 34]]","[[196.00599670410156, 0.0, 0.0]]"
339,"[[15269, 357, 34]]","[[70.81890106201172, 0.0, 0.0]]"
340,"[[15269, 357, 34]]","[[236.2181854248047, 0.0, 0.0]]"
341,"[[15269, 357, 34]]","[[80.66007232666016, 0.0, 0.0]]"
342,"[[15269, 357, 34]]","[[211.04322814941406, 0.0, 0.0]]"
343,"[[15269, 357, 34]]","[[180.60693359375, 0.9798098802566528, 0.0]]"
344,"[[15269, 357, 34]]","[[242.34117126464844, 0.5891766548156738, 0.0]]"
345,"[[15269, 357, 34]]","[[165.4591827392578, 1.6091102361679077, 4.531399726867676]]"
346,"[[15269, 357, 34]]","[[118.06279754638672, 0.0, 0.0]]"
347,"[[15269, 357, 34]]","[[164.75460815429688, 0.0, 0.0]]"
