Dimension Index,Top-Activating Contexts,Context Activations
1474,"[[15269, 357, 34]]","[[220.47146606445312, 0.0, 0.0]]"
1475,"[[15269, 357, 34]]","[[193.77369689941406, 0.0, 0.0]]"
1476,"[[15269, 357, 34]]","[[187.33030700683594, 0.0, 0.0]]"
1477,"[[15269, 357, 34]]","[[183.02432250976562, 0.0, 0.0]]"
1478,"[[15269, 357, 34]]","[[220.33424377441406, 0.0, 0.0]]"
1479,"[[15269, 357, 34]]","[[45.91673278808594, 0.0, 0.0]]"
1480,"[[15269, 357, 34]]","[[227.18368530273438, 0.0, 0.0]]"
1481,"[[15269, 357, 34]]","[[251.40097045898438, 0.0, 0.0]]"
1482,"[[15269, 357, 34]]","[[147.12423706054688, 0.0, 0.0]]"
1483,"[[15269, 357, 34]]","[[217.67282104492188, 1.833047866821289, 0.0]]"
1484,"[[15269, 357, 34]]","[[240.01046752929688, 0.0, 0.0]]"
1485,"[[15269, 357, 34]]","[[248.97616577148438, 7.502835750579834, 3.905848979949951]]"
1486,"[[15269, 357, 34]]","[[153.76760864257812, 0.0, 0.0]]"
1487,"[[15269, 357, 34]]","[[219.49462890625, 0.0, 0.0]]"
1488,"[[15269, 357, 34]]","[[200.790283203125, 0.0, 0.0]]"
1489,"[[15269, 357, 34]]","[[242.88534545898438, 0.0, 0.0]]"
1490,"[[15269, 357, 34]]","[[57.87471008300781, 0.0, 0.0]]"
1491,"[[15269, 357, 34]]","[[208.8555145263672, 0.0, 0.3346046209335327]]"
1492,"[[15269, 357, 34]]","[[190.4315185546875, 0.0, 0.0]]"
1493,"[[15269, 357, 34]]","[[181.3056182861328, 1.8992629051208496, 0.0]]"
1494,"[[15269, 357, 34]]","[[3.1945488452911377, 0.3655508756637573, 0.3708024024963379]]"
1495,"[[15269, 357, 34]]","[[204.1213836669922, 0.0, 0.0]]"
1496,"[[15269, 357, 34]]","[[210.71926879882812, 0.0, 0.0]]"
1497,"[[15269, 357, 34]]","[[174.04269409179688, 0.0, 0.0]]"
1499,"[[15269, 357, 34]]","[[199.46621704101562, 0.0, 0.0]]"
1500,"[[15269, 357, 34]]","[[220.45193481445312, 0.0, 0.0]]"
1501,"[[15269, 357, 34]]","[[170.0922088623047, 0.0, 0.0]]"
1502,"[[15269, 357, 34]]","[[207.1361846923828, 0.0, 0.0]]"
1503,"[[15269, 357, 34]]","[[218.33761596679688, 0.0, 0.0]]"
1504,"[[15269, 357, 34]]","[[120.50547790527344, 0.0, 0.0]]"
1505,"[[15269, 357, 34]]","[[264.6818542480469, 0.0, 0.0]]"
1506,"[[15269, 357, 34]]","[[227.99172973632812, 1.8556427955627441, 0.6611568331718445]]"
1507,"[[15269, 357, 34]]","[[192.62823486328125, 0.6743255853652954, 0.0]]"
1508,"[[15269, 357, 34]]","[[207.99249267578125, 0.0, 0.0]]"
1509,"[[15269, 357, 34]]","[[156.2870330810547, 0.0, 0.0]]"
1510,"[[15269, 357, 34]]","[[239.60997009277344, 0.0, 0.0]]"
1511,"[[15269, 357, 34]]","[[106.20417022705078, 0.0, 0.0]]"
1512,"[[15269, 357, 34]]","[[231.9809112548828, 0.0, 0.0]]"
1513,"[[15269, 357, 34]]","[[221.8264617919922, 0.0, 0.0]]"
1514,"[[15269, 357, 34]]","[[277.0627746582031, 2.363861560821533, 2.498795747756958]]"
1515,"[[15269, 357, 34]]","[[207.93704223632812, 0.0, 0.0]]"
1516,"[[15269, 357, 34]]","[[155.4148712158203, 0.0, 0.0]]"
1517,"[[15269, 357, 34]]","[[183.56723022460938, 0.7422599792480469, 0.0]]"
1518,"[[15269, 357, 34]]","[[256.54229736328125, 0.0, 0.0]]"
1519,"[[15269, 357, 34]]","[[235.009521484375, 0.0, 0.0]]"
1520,"[[15269, 357, 34]]","[[200.3049774169922, 0.0, 0.0]]"
1521,"[[15269, 357, 34]]","[[135.47433471679688, 0.0, 0.0]]"
1522,"[[15269, 357, 34]]","[[129.83663940429688, 0.0, 0.0]]"
1523,"[[15269, 357, 34]]","[[300.39556884765625, 0.0, 0.0]]"
1524,"[[15269, 357, 34]]","[[159.89073181152344, 0.0, 0.0]]"
1525,"[[15269, 357, 34]]","[[192.77748107910156, 0.0, 0.0]]"
1527,"[[15269, 357, 34]]","[[168.38720703125, 1.7146387100219727, 0.0]]"
1528,"[[15269, 357, 34]]","[[200.94473266601562, 0.0, 0.0]]"
1529,"[[15269, 357, 34]]","[[260.81488037109375, 4.315847873687744, 0.0]]"
1530,"[[15269, 357, 34]]","[[225.3519744873047, 0.0, 0.23052698373794556]]"
1531,"[[15269, 357, 34]]","[[209.03753662109375, 0.0, 0.0]]"
1532,"[[15269, 357, 34]]","[[104.69207763671875, 0.0, 0.0]]"
1533,"[[15269, 357, 34]]","[[217.84812927246094, 0.506850004196167, 0.0]]"
1534,"[[15269, 357, 34]]","[[249.98928833007812, 0.0, 0.0]]"
1535,"[[15269, 357, 34]]","[[327.9040832519531, 3.982999563217163, 0.0]]"
1536,"[[15269, 357, 34]]","[[216.72738647460938, 1.1137325763702393, 0.0]]"
1537,"[[15269, 357, 34]]","[[225.19491577148438, 1.1676887273788452, 0.0]]"
1538,"[[15269, 357, 34]]","[[284.59814453125, 1.1876016855239868, 0.0]]"
1539,"[[15269, 357, 34]]","[[213.790771484375, 0.0, 0.0]]"
1540,"[[15269, 357, 34]]","[[125.38836669921875, 0.0, 0.0]]"
1541,"[[15269, 357, 34]]","[[199.5692138671875, 0.0, 0.0]]"
1542,"[[15269, 357, 34]]","[[179.8585662841797, 0.0, 0.0]]"
1543,"[[15269, 357, 34]]","[[184.08009338378906, 0.0, 0.0]]"
1544,"[[15269, 357, 34]]","[[231.0381622314453, 0.0, 0.1277860850095749]]"
1545,"[[15269, 357, 34]]","[[61.78086853027344, 0.0, 0.0]]"
1546,"[[15269, 357, 34]]","[[156.08871459960938, 0.0, 0.0]]"
1547,"[[15269, 357, 34]]","[[187.54115295410156, 0.0, 0.0]]"
1548,"[[15269, 357, 34]]","[[216.69979858398438, 0.0, 0.0]]"
1549,"[[15269, 357, 34]]","[[80.26151275634766, 0.927851140499115, 0.8736642003059387]]"
1550,"[[15269, 357, 34]]","[[231.7578582763672, 0.0, 0.0]]"
1551,"[[15269, 357, 34]]","[[52.41339111328125, 0.0, 0.0]]"
1552,"[[15269, 357, 34]]","[[289.0872497558594, 0.0, 0.0]]"
1553,"[[15269, 357, 34]]","[[56.92742156982422, 0.0, 0.0]]"
1554,"[[15269, 357, 34]]","[[172.2650604248047, 0.0, 0.0]]"
1556,"[[15269, 357, 34]]","[[256.31195068359375, 0.0, 0.0]]"
1557,"[[15269, 357, 34]]","[[207.03514099121094, 0.0, 0.0]]"
1558,"[[15269, 357, 34]]","[[232.2489013671875, 3.831376075744629, 2.5796384811401367]]"
1559,"[[15269, 357, 34]]","[[230.09423828125, 0.0, 0.0]]"
1560,"[[15269, 357, 34]]","[[213.78175354003906, 0.0, 0.0]]"
1561,"[[15269, 357, 34]]","[[224.23561096191406, 0.0, 0.0]]"
1562,"[[15269, 357, 34]]","[[207.58714294433594, 0.0, 0.0]]"
1563,"[[15269, 357, 34]]","[[201.0139617919922, 0.0, 0.0]]"
1564,"[[15269, 357, 34]]","[[218.87767028808594, 0.0, 1.3895514011383057]]"
1565,"[[15269, 357, 34]]","[[227.8648681640625, 0.0, 0.0]]"
1566,"[[15269, 357, 34]]","[[243.82553100585938, 0.0, 0.0]]"
1567,"[[15269, 357, 34]]","[[234.2119598388672, 0.0, 0.0]]"
1568,"[[15269, 357, 34]]","[[184.53282165527344, 0.0, 0.0]]"
1569,"[[15269, 357, 34]]","[[257.4493713378906, 2.4058306217193604, 0.0]]"
1570,"[[15269, 357, 34]]","[[201.25634765625, 0.0, 0.0]]"
1571,"[[15269, 357, 34]]","[[171.40545654296875, 0.0, 0.0]]"
1572,"[[15269, 357, 34]]","[[324.3901672363281, 1.76177978515625, 0.0]]"
1573,"[[15269, 357, 34]]","[[259.10284423828125, 0.0, 0.0]]"
1574,"[[15269, 357, 34]]","[[166.06118774414062, 0.0, 0.0]]"
1575,"[[15269, 357, 34]]","[[203.55401611328125, 0.0, 0.0]]"
1576,"[[15269, 357, 34]]","[[117.6080093383789, 0.0, 0.0]]"
1577,"[[15269, 357, 34]]","[[163.49185180664062, 0.0, 0.0]]"
1578,"[[15269, 357, 34]]","[[180.8599395751953, 0.0, 0.0]]"
1579,"[[15269, 357, 34]]","[[225.9009246826172, 0.0, 0.0]]"
1580,"[[15269, 357, 34]]","[[199.41232299804688, 0.0, 0.0]]"
1581,"[[15269, 357, 34]]","[[206.1241455078125, 0.0, 0.0]]"
1582,"[[15269, 357, 34]]","[[25.29641342163086, 0.0, 0.0]]"
1583,"[[15269, 357, 34]]","[[207.9858856201172, 0.0, 0.0]]"
1584,"[[15269, 357, 34]]","[[153.1123046875, 0.0, 0.0]]"
1585,"[[15269, 357, 34]]","[[173.3519744873047, 0.0, 0.0]]"
1586,"[[15269, 357, 34]]","[[169.35714721679688, 0.0, 0.0]]"
1587,"[[15269, 357, 34]]","[[225.41917419433594, 0.0, 0.0]]"
1588,"[[15269, 357, 34]]","[[177.54443359375, 0.0, 0.0]]"
1589,"[[15269, 357, 34]]","[[316.31951904296875, 0.0, 0.0]]"
1590,"[[15269, 357, 34]]","[[178.88998413085938, 1.2468817234039307, 0.0]]"
1591,"[[15269, 357, 34]]","[[181.02052307128906, 0.0, 0.0]]"
1592,"[[15269, 357, 34]]","[[278.8727111816406, 0.0, 0.0]]"
1593,"[[15269, 357, 34]]","[[50.64409255981445, 0.14343667030334473, 0.0]]"
1594,"[[15269, 357, 34]]","[[260.22833251953125, 0.0, 1.6336523294448853]]"
1595,"[[15269, 357, 34]]","[[276.6440124511719, 0.5887305736541748, 0.0]]"
1596,"[[15269, 357, 34]]","[[120.6927261352539, 0.0, 0.0]]"
1597,"[[15269, 357, 34]]","[[233.67694091796875, 0.0, 0.0]]"
1598,"[[15269, 357, 34]]","[[95.35673522949219, 0.0, 0.0]]"
1599,"[[15269, 357, 34]]","[[108.02467346191406, 0.0, 0.0]]"
1600,"[[15269, 357, 34]]","[[149.88963317871094, 0.0, 0.0]]"
1601,"[[15269, 357, 34]]","[[206.27328491210938, 0.0, 0.0]]"
1602,"[[15269, 357, 34]]","[[70.2623062133789, 0.0, 0.0]]"
1603,"[[15269, 357, 34]]","[[258.5267028808594, 0.0, 0.0]]"
1605,"[[15269, 357, 34]]","[[282.3863220214844, 0.0, 0.0]]"
1606,"[[15269, 357, 34]]","[[121.2173080444336, 0.0, 0.0]]"
1607,"[[15269, 357, 34]]","[[227.16172790527344, 0.0, 0.0]]"
1608,"[[15269, 357, 34]]","[[217.4176025390625, 0.0, 0.0]]"
1609,"[[15269, 357, 34]]","[[152.40194702148438, 0.0, 0.0]]"
1610,"[[15269, 357, 34]]","[[185.27743530273438, 0.0, 3.260561466217041]]"
1611,"[[15269, 357, 34]]","[[233.9974822998047, 2.5740103721618652, 0.0]]"
1612,"[[15269, 357, 34]]","[[215.599365234375, 0.0, 0.0]]"
1613,"[[15269, 357, 34]]","[[259.73455810546875, 2.8617351055145264, 3.9992759227752686]]"
1614,"[[15269, 357, 34]]","[[20.41683006286621, 0.0, 0.0]]"
1615,"[[15269, 357, 34]]","[[234.97877502441406, 1.3713634014129639, 0.0]]"
1616,"[[15269, 357, 34]]","[[153.2952880859375, 0.0, 0.0]]"
1617,"[[15269, 357, 34]]","[[191.98670959472656, 0.0, 0.0]]"
1618,"[[15269, 357, 34]]","[[212.48025512695312, 0.0, 0.0]]"
1619,"[[15269, 357, 34]]","[[205.51333618164062, 0.0, 0.0]]"
1620,"[[15269, 357, 34]]","[[190.64083862304688, 0.0, 0.0]]"
1621,"[[15269, 357, 34]]","[[78.91148376464844, 0.0, 0.0]]"
1622,"[[15269, 357, 34]]","[[198.57342529296875, 0.0, 0.0]]"
1623,"[[15269, 357, 34]]","[[272.0303955078125, 0.4094957411289215, 0.0]]"
1624,"[[15269, 357, 34]]","[[212.96958923339844, 0.0, 0.0]]"
1625,"[[15269, 357, 34]]","[[237.7290496826172, 0.0, 0.0]]"
1626,"[[15269, 357, 34]]","[[261.7227783203125, 1.9120858907699585, 0.0]]"
1627,"[[15269, 357, 34]]","[[99.92398071289062, 0.0, 0.0]]"
1628,"[[15269, 357, 34]]","[[209.89207458496094, 0.0, 0.0]]"
1629,"[[15269, 357, 34]]","[[179.86190795898438, 0.0, 0.0]]"
1630,"[[15269, 357, 34]]","[[204.96054077148438, 0.0, 0.0]]"
1631,"[[15269, 357, 34]]","[[211.07388305664062, 1.4375125169754028, 0.0]]"
1632,"[[15269, 357, 34]]","[[114.16765594482422, 0.0, 0.0]]"
1633,"[[15269, 357, 34]]","[[188.33782958984375, 0.0, 0.0]]"
1634,"[[15269, 357, 34]]","[[197.07081604003906, 0.0, 0.0]]"
1635,"[[15269, 357, 34]]","[[272.90496826171875, 0.0, 0.0]]"
1636,"[[15269, 357, 34]]","[[289.4237365722656, 0.0, 0.0]]"
1637,"[[15269, 357, 34]]","[[194.56674194335938, 0.0, 0.0]]"
1638,"[[15269, 357, 34]]","[[145.5280303955078, 1.0499192476272583, 0.0]]"
1639,"[[15269, 357, 34]]","[[178.21263122558594, 0.0, 0.0]]"
1640,"[[15269, 357, 34]]","[[225.6061248779297, 1.1593432426452637, 0.0]]"
1641,"[[15269, 357, 34]]","[[250.8942108154297, 1.486019492149353, 0.0]]"
1642,"[[15269, 357, 34]]","[[263.77972412109375, 0.2441420555114746, 0.0]]"
1643,"[[15269, 357, 34]]","[[237.51751708984375, 0.0, 0.0]]"
1644,"[[15269, 357, 34]]","[[211.22561645507812, 0.0, 0.0]]"
1645,"[[15269, 357, 34]]","[[194.7382354736328, 0.0, 0.0]]"
1646,"[[15269, 357, 34]]","[[123.96862030029297, 0.0, 0.0]]"
1647,"[[15269, 357, 34]]","[[164.00210571289062, 0.0, 0.0]]"
1648,"[[15269, 357, 34]]","[[185.17800903320312, 0.7018952369689941, 0.0]]"
1649,"[[15269, 357, 34]]","[[221.2389678955078, 0.0, 0.0]]"
1650,"[[15269, 357, 34]]","[[200.3721160888672, 0.0, 0.0]]"
1651,"[[15269, 357, 34]]","[[249.3206787109375, 0.0, 0.0]]"
1652,"[[15269, 357, 34]]","[[63.450096130371094, 0.0, 0.0]]"
1653,"[[15269, 357, 34]]","[[51.73871994018555, 0.0, 0.0]]"
1654,"[[15269, 357, 34]]","[[175.7132110595703, 0.0, 0.0]]"
1655,"[[15269, 357, 34]]","[[144.60597229003906, 0.0, 0.0]]"
1656,"[[15269, 357, 34]]","[[91.7708969116211, 0.0, 0.0]]"
1657,"[[15269, 357, 34]]","[[170.5651092529297, 0.0, 0.0]]"
1658,"[[15269, 357, 34]]","[[219.6567840576172, 0.0, 0.0]]"
1659,"[[15269, 357, 34]]","[[254.74790954589844, 0.0, 0.0]]"
1660,"[[15269, 357, 34]]","[[201.70950317382812, 0.0, 0.0]]"
1661,"[[15269, 357, 34]]","[[196.7187957763672, 0.0, 0.0]]"
1662,"[[15269, 357, 34]]","[[189.60342407226562, 0.0, 0.0]]"
1663,"[[15269, 357, 34]]","[[209.1817626953125, 0.0, 0.0]]"
1664,"[[15269, 357, 34]]","[[264.1530456542969, 0.0, 0.0]]"
1665,"[[15269, 357, 34]]","[[232.9196319580078, 0.0, 0.0]]"
1666,"[[15269, 357, 34]]","[[118.02534484863281, 0.0, 0.0]]"
1667,"[[15269, 357, 34]]","[[153.1232147216797, 0.48158004879951477, 0.0]]"
1668,"[[15269, 357, 34]]","[[177.67446899414062, 0.0, 0.0]]"
1669,"[[15269, 357, 34]]","[[177.70516967773438, 0.0, 0.0]]"
1670,"[[15269, 357, 34]]","[[140.0865478515625, 0.0, 0.0]]"
1671,"[[15269, 357, 34]]","[[301.39208984375, 0.0, 0.0]]"
1672,"[[15269, 357, 34]]","[[207.79061889648438, 0.0, 0.0]]"
1673,"[[15269, 357, 34]]","[[192.0723419189453, 1.8056538105010986, 4.93397855758667]]"
1674,"[[15269, 357, 34]]","[[136.3426513671875, 0.63094562292099, 0.0]]"
1675,"[[15269, 357, 34]]","[[184.2526092529297, 2.438368320465088, 0.09763455390930176]]"
1676,"[[15269, 357, 34]]","[[202.4405059814453, 0.0, 0.0]]"
1677,"[[15269, 357, 34]]","[[102.31303405761719, 0.0, 0.0]]"
1678,"[[15269, 357, 34]]","[[265.10870361328125, 0.0, 0.0]]"
1679,"[[15269, 357, 34]]","[[188.27304077148438, 0.0, 0.0]]"
1680,"[[15269, 357, 34]]","[[191.3340606689453, 0.0, 0.0]]"
1681,"[[15269, 357, 34]]","[[188.73825073242188, 0.0, 0.0]]"
1682,"[[15269, 357, 34]]","[[132.49337768554688, 0.0, 0.0]]"
1683,"[[15269, 357, 34]]","[[223.12893676757812, 0.0, 0.0]]"
1684,"[[15269, 357, 34]]","[[170.52239990234375, 0.0, 0.0]]"
1685,"[[15269, 357, 34]]","[[227.30117797851562, 0.0, 0.0]]"
1686,"[[15269, 357, 34]]","[[261.36407470703125, 0.0, 0.0]]"
1687,"[[15269, 357, 34]]","[[169.44833374023438, 0.0, 0.0]]"
1688,"[[15269, 357, 34]]","[[133.34689331054688, 0.0, 0.0]]"
1689,"[[15269, 357, 34]]","[[171.47373962402344, 0.0, 0.0]]"
1690,"[[15269, 357, 34]]","[[272.25897216796875, 0.0, 0.0]]"
1691,"[[15269, 357, 34]]","[[224.28622436523438, 5.584290981292725, 0.0]]"
1692,"[[15269, 357, 34]]","[[142.58688354492188, 0.0, 0.0]]"
1693,"[[15269, 357, 34]]","[[187.83651733398438, 2.6585543155670166, 0.0]]"
1694,"[[15269, 357, 34]]","[[227.06227111816406, 0.9563424587249756, 0.0]]"
1695,"[[15269, 357, 34]]","[[201.58372497558594, 0.0, 0.0]]"
1696,"[[15269, 357, 34]]","[[306.2655334472656, 0.0, 0.0]]"
1697,"[[15269, 357, 34]]","[[234.3965301513672, 0.0, 0.0]]"
1698,"[[15269, 357, 34]]","[[197.0818328857422, 2.1013433933258057, 5.084761619567871]]"
1699,"[[15269, 357, 34]]","[[254.07533264160156, 0.0, 0.0]]"
1701,"[[15269, 357, 34]]","[[177.3435516357422, 0.0, 0.0]]"
1702,"[[15269, 357, 34]]","[[223.607177734375, 0.0, 0.0]]"
1703,"[[15269, 357, 34]]","[[238.5565643310547, 0.0, 0.0]]"
1704,"[[15269, 357, 34]]","[[199.49069213867188, 0.2764092683792114, 0.0]]"
1705,"[[15269, 357, 34]]","[[220.34713745117188, 0.0, 0.0]]"
1706,"[[15269, 357, 34]]","[[224.83717346191406, 0.0, 0.0]]"
1707,"[[15269, 357, 34]]","[[165.59205627441406, 0.0, 0.0]]"
1708,"[[15269, 357, 34]]","[[88.79951477050781, 0.0, 0.0]]"
1709,"[[15269, 357, 34]]","[[166.44627380371094, 0.0, 0.0]]"
1710,"[[15269, 357, 34]]","[[179.43777465820312, 0.0, 0.0]]"
1711,"[[15269, 357, 34]]","[[222.28868103027344, 0.0, 0.0]]"
1712,"[[15269, 357, 34]]","[[175.05467224121094, 0.0, 0.0]]"
1713,"[[15269, 357, 34]]","[[146.09732055664062, 0.0, 0.0]]"
1714,"[[15269, 357, 34]]","[[210.7292938232422, 0.0, 0.0]]"
1715,"[[15269, 357, 34]]","[[220.2119598388672, 0.0, 0.0]]"
1716,"[[15269, 357, 34]]","[[246.10012817382812, 0.0, 0.0]]"
1717,"[[15269, 357, 34]]","[[243.9226531982422, 0.0, 0.0]]"
1718,"[[15269, 357, 34]]","[[186.3757781982422, 0.0, 0.0]]"
1719,"[[15269, 357, 34]]","[[230.9178009033203, 0.0, 0.0]]"
1720,"[[15269, 357, 34]]","[[198.03692626953125, 0.0, 0.0]]"
1721,"[[15269, 357, 34]]","[[186.29676818847656, 2.516232490539551, 0.0]]"
1722,"[[15269, 357, 34]]","[[184.98745727539062, 0.0, 1.4718893766403198]]"
1723,"[[15269, 357, 34]]","[[250.0306854248047, 0.0, 0.0]]"
1724,"[[15269, 357, 34]]","[[55.69673538208008, 0.0, 0.0]]"
1725,"[[15269, 357, 34]]","[[249.38430786132812, 2.4027910232543945, 0.0]]"
1726,"[[15269, 357, 34]]","[[349.6242980957031, 0.8470295667648315, 0.0]]"
1727,"[[15269, 357, 34]]","[[189.7755126953125, 1.2083271741867065, 0.0]]"
1728,"[[15269, 357, 34]]","[[147.7987060546875, 0.0, 0.0]]"
1729,"[[15269, 357, 34]]","[[194.32083129882812, 2.163301944732666, 0.0]]"
1730,"[[15269, 357, 34]]","[[217.9470977783203, 0.0, 0.0]]"
1731,"[[15269, 357, 34]]","[[264.90447998046875, 0.0, 0.0]]"
1732,"[[15269, 357, 34]]","[[68.38874816894531, 0.0, 0.0]]"
1733,"[[15269, 357, 34]]","[[240.52655029296875, 4.179697513580322, 0.0]]"
1734,"[[15269, 357, 34]]","[[260.4047546386719, 0.0, 0.0]]"
1735,"[[15269, 357, 34]]","[[199.2229766845703, 0.0, 0.0]]"
1736,"[[15269, 357, 34]]","[[236.46290588378906, 0.0, 0.0]]"
1737,"[[15269, 357, 34]]","[[222.29954528808594, 2.9247937202453613, 0.0]]"
1738,"[[15269, 357, 34]]","[[179.81692504882812, 0.0, 0.0]]"
1739,"[[15269, 357, 34]]","[[129.156982421875, 0.0, 2.0922083854675293]]"
1740,"[[15269, 357, 34]]","[[168.5249481201172, 1.0172752141952515, 0.0]]"
1741,"[[15269, 357, 34]]","[[223.8101806640625, 0.0, 0.0]]"
1742,"[[15269, 357, 34]]","[[232.62098693847656, 0.0, 0.0]]"
1743,"[[15269, 357, 34]]","[[187.71038818359375, 0.0, 0.0]]"
1744,"[[15269, 357, 34]]","[[207.48484802246094, 0.0, 0.0]]"
1745,"[[15269, 357, 34]]","[[286.4801940917969, 0.0, 0.0]]"
1747,"[[15269, 357, 34]]","[[203.09442138671875, 0.0, 0.3987637162208557]]"
1748,"[[15269, 357, 34]]","[[217.29278564453125, 0.0, 0.0]]"
1749,"[[15269, 357, 34]]","[[275.5683288574219, 0.0, 0.0]]"
1750,"[[15269, 357, 34]]","[[196.24522399902344, 0.0, 0.0]]"
1751,"[[15269, 357, 34]]","[[148.33346557617188, 0.0, 0.0]]"
1752,"[[15269, 357, 34]]","[[207.314697265625, 0.0, 0.0]]"
1753,"[[15269, 357, 34]]","[[236.42579650878906, 0.0, 0.0]]"
1754,"[[15269, 357, 34]]","[[202.3767852783203, 0.0, 0.0]]"
1755,"[[15269, 357, 34]]","[[321.3816223144531, 0.0, 2.0624783039093018]]"
1756,"[[15269, 357, 34]]","[[100.33151245117188, 0.0, 0.0]]"
1757,"[[15269, 357, 34]]","[[175.69613647460938, 1.5738576650619507, 0.0]]"
1758,"[[15269, 357, 34]]","[[109.0937271118164, 0.0, 0.0]]"
1759,"[[15269, 357, 34]]","[[130.00843811035156, 0.12802159786224365, 0.0]]"
1760,"[[15269, 357, 34]]","[[219.1211700439453, 0.4693927764892578, 0.0]]"
1761,"[[15269, 357, 34]]","[[160.6417236328125, 0.0, 0.0]]"
1762,"[[15269, 357, 34]]","[[161.23377990722656, 0.0, 0.0]]"
1763,"[[15269, 357, 34]]","[[68.80640411376953, 0.0, 0.0]]"
1764,"[[15269, 357, 34]]","[[95.69326782226562, 1.7062891721725464, 2.804013252258301]]"
1765,"[[15269, 357, 34]]","[[184.8109893798828, 0.0, 0.0]]"
1766,"[[15269, 357, 34]]","[[165.83551025390625, 0.0, 0.0]]"
1767,"[[15269, 357, 34]]","[[99.32064819335938, 1.2275797128677368, 0.0]]"
1768,"[[15269, 357, 34]]","[[69.68314361572266, 0.0, 0.34845685958862305]]"
1769,"[[15269, 357, 34]]","[[232.79910278320312, 0.0, 0.0]]"
1770,"[[15269, 357, 34]]","[[170.53530883789062, 0.0, 0.0]]"
1771,"[[15269, 357, 34]]","[[107.9801254272461, 0.31905215978622437, 0.0]]"
1772,"[[15269, 357, 34]]","[[227.5292510986328, 0.0, 0.0]]"
1773,"[[15269, 357, 34]]","[[237.21054077148438, 0.0, 0.0]]"
1774,"[[15269, 357, 34]]","[[188.4546356201172, 0.1995110809803009, 0.0]]"
1775,"[[15269, 357, 34]]","[[155.53530883789062, 0.0, 0.0]]"
1776,"[[15269, 357, 34]]","[[239.93324279785156, 1.30958890914917, 0.0]]"
1777,"[[15269, 357, 34]]","[[215.4962615966797, 0.0, 0.0]]"
1778,"[[15269, 357, 34]]","[[124.57411193847656, 0.0, 0.0]]"
1779,"[[15269, 357, 34]]","[[89.0638198852539, 0.0, 0.0]]"
1780,"[[15269, 357, 34]]","[[233.9829864501953, 0.0, 0.0]]"
1781,"[[15269, 357, 34]]","[[220.75897216796875, 0.0, 0.0]]"
1782,"[[15269, 357, 34]]","[[189.0354766845703, 0.0, 0.0]]"
1783,"[[15269, 357, 34]]","[[105.02590942382812, 0.0, 0.0]]"
1784,"[[15269, 357, 34]]","[[236.30238342285156, 0.0, 0.0]]"
1785,"[[15269, 357, 34]]","[[220.5652313232422, 5.705316543579102, 8.29979419708252]]"
1786,"[[15269, 357, 34]]","[[278.2943420410156, 0.0, 0.10853980481624603]]"
1787,"[[15269, 357, 34]]","[[207.85015869140625, 0.0, 0.0]]"
1788,"[[15269, 357, 34]]","[[113.59658813476562, 0.0, 0.0]]"
1789,"[[15269, 357, 34]]","[[199.06143188476562, 0.0, 0.0]]"
1790,"[[15269, 357, 34]]","[[217.39744567871094, 0.0, 0.0]]"
1791,"[[15269, 357, 34]]","[[235.19210815429688, 1.3267155885696411, 0.0]]"
1792,"[[15269, 357, 34]]","[[206.60777282714844, 0.0, 0.0]]"
1793,"[[15269, 357, 34]]","[[68.15139770507812, 0.0, 0.0]]"
1794,"[[15269, 357, 34]]","[[156.104736328125, 0.0, 0.0]]"
1795,"[[15269, 357, 34]]","[[224.71658325195312, 0.5624196529388428, 0.0]]"
1796,"[[15269, 357, 34]]","[[155.76756286621094, 0.0, 0.0]]"
1797,"[[15269, 357, 34]]","[[249.71334838867188, 0.0, 0.0]]"
1798,"[[15269, 357, 34]]","[[125.2462387084961, 0.0, 0.0]]"
1799,"[[15269, 357, 34]]","[[189.64483642578125, 0.0, 0.0]]"
1800,"[[15269, 357, 34]]","[[249.2028045654297, 0.8094943761825562, 1.0090643167495728]]"
1801,"[[15269, 357, 34]]","[[145.50608825683594, 0.0, 0.0]]"
1802,"[[15269, 357, 34]]","[[215.18470764160156, 0.0, 0.0]]"
1803,"[[15269, 357, 34]]","[[212.56703186035156, 0.0, 0.0]]"
1804,"[[15269, 357, 34]]","[[191.49014282226562, 0.0, 0.0]]"
1805,"[[15269, 357, 34]]","[[221.91940307617188, 1.5884987115859985, 0.0]]"
1806,"[[15269, 357, 34]]","[[243.0130157470703, 0.0, 0.0]]"
1807,"[[15269, 357, 34]]","[[266.1356506347656, 0.0, 0.0]]"
1808,"[[15269, 357, 34]]","[[155.6378631591797, 0.0, 0.0]]"
1809,"[[15269, 357, 34]]","[[216.12342834472656, 0.0, 0.0]]"
1810,"[[15269, 357, 34]]","[[178.97854614257812, 0.0, 0.0]]"
1811,"[[15269, 357, 34]]","[[184.29165649414062, 0.0, 0.0]]"
1812,"[[15269, 357, 34]]","[[261.12933349609375, 0.0, 0.0]]"
1813,"[[15269, 357, 34]]","[[188.9364776611328, 0.0, 0.0]]"
1814,"[[15269, 357, 34]]","[[189.26300048828125, 0.0, 0.0]]"
1815,"[[15269, 357, 34]]","[[239.74362182617188, 0.0, 0.0]]"
1816,"[[15269, 357, 34]]","[[331.44146728515625, 0.0, 0.0]]"
1817,"[[15269, 357, 34]]","[[255.8092803955078, 0.0, 1.8898104429244995]]"
1818,"[[15269, 357, 34]]","[[181.57467651367188, 0.0, 6.320825576782227]]"
