Dimension Index,Top-Activating Contexts,Context Activations
27,"[[15269, 357, 34]]","[[160.93035888671875, 0.0, 0.0]]"
28,"[[15269, 357, 34]]","[[170.89935302734375, 0.0, 0.0]]"
29,"[[15269, 357, 34]]","[[175.7886962890625, 0.0, 0.0]]"
30,"[[15269, 357, 34]]","[[71.59333801269531, 0.0, 0.0]]"
31,"[[15269, 357, 34]]","[[203.00970458984375, 0.0, 0.0]]"
32,"[[15269, 357, 34]]","[[110.29698181152344, 0.0, 0.0]]"
33,"[[15269, 357, 34]]","[[191.1632843017578, 0.0, 0.0]]"
34,"[[15269, 357, 34]]","[[191.5999755859375, 0.0, 0.0]]"
35,"[[15269, 357, 34]]","[[208.4068145751953, 0.0, 0.0]]"
36,"[[15269, 357, 34]]","[[177.51498413085938, 0.21406200528144836, 0.0]]"
37,"[[15269, 357, 34]]","[[57.46234130859375, 0.0, 0.0]]"
38,"[[15269, 357, 34]]","[[221.08177185058594, 0.0, 0.0]]"
39,"[[15269, 357, 34]]","[[190.82196044921875, 1.0114895105361938, 0.8402865529060364]]"
40,"[[15269, 357, 34]]","[[239.6358642578125, 0.0, 0.0]]"
41,"[[15269, 357, 34]]","[[203.56246948242188, 0.0, 0.0]]"
42,"[[15269, 357, 34]]","[[100.03114318847656, 0.0, 0.0]]"
43,"[[15269, 357, 34]]","[[221.84442138671875, 0.0, 0.0]]"
44,"[[15269, 357, 34]]","[[194.93710327148438, 0.0, 0.0]]"
45,"[[15269, 357, 34]]","[[172.2574462890625, 0.0, 0.0]]"
46,"[[15269, 357, 34]]","[[223.47030639648438, 1.2428572177886963, 0.0]]"
47,"[[15269, 357, 34]]","[[156.0062255859375, 0.0, 0.0]]"
48,"[[15269, 357, 34]]","[[11.736944198608398, 0.0, 0.0]]"
49,"[[15269, 357, 34]]","[[296.6277770996094, 0.0, 0.0]]"
50,"[[15269, 357, 34]]","[[219.1021270751953, 0.9760156273841858, 0.15130899846553802]]"
51,"[[15269, 357, 34]]","[[160.31265258789062, 0.0, 0.0]]"
52,"[[15269, 357, 34]]","[[215.12213134765625, 0.0, 1.9304695129394531]]"
53,"[[15269, 357, 34]]","[[124.2179183959961, 3.529524803161621, 2.2429592609405518]]"
54,"[[15269, 357, 34]]","[[282.9151916503906, 0.0, 0.0]]"
55,"[[15269, 357, 34]]","[[185.20486450195312, 0.0, 0.0]]"
56,"[[15269, 357, 34]]","[[217.90249633789062, 0.0, 0.0]]"
57,"[[15269, 357, 34]]","[[184.96690368652344, 1.2818377017974854, 0.0]]"
58,"[[15269, 357, 34]]","[[26.22085952758789, 0.0, 0.0]]"
59,"[[15269, 357, 34]]","[[140.6697998046875, 0.0, 0.0]]"
60,"[[15269, 357, 34]]","[[177.98709106445312, 0.0, 0.0]]"
61,"[[15269, 357, 34]]","[[193.02044677734375, 0.0, 0.0]]"
62,"[[15269, 357, 34]]","[[227.54766845703125, 0.0, 0.0]]"
63,"[[15269, 357, 34]]","[[195.56845092773438, 0.0, 0.0]]"
64,"[[15269, 357, 34]]","[[265.2423400878906, 0.0, 0.0]]"
65,"[[15269, 357, 34]]","[[221.7288055419922, 0.5417813062667847, 0.0]]"
66,"[[15269, 357, 34]]","[[214.63291931152344, 0.0, 0.0]]"
67,"[[15269, 357, 34]]","[[224.7135009765625, 0.0, 0.0]]"
68,"[[15269, 357, 34]]","[[152.6696014404297, 2.335803747177124, 0.0]]"
69,"[[15269, 357, 34]]","[[252.28024291992188, 2.333569288253784, 0.0]]"
70,"[[15269, 357, 34]]","[[188.06455993652344, 0.7028945684432983, 0.0]]"
71,"[[15269, 357, 34]]","[[202.70962524414062, 0.0, 2.37094783782959]]"
72,"[[15269, 357, 34]]","[[281.6687316894531, 2.457689046859741, 0.0]]"
73,"[[15269, 357, 34]]","[[229.49996948242188, 0.0, 0.0]]"
74,"[[15269, 357, 34]]","[[183.23721313476562, 1.029723882675171, 0.0]]"
75,"[[15269, 357, 34]]","[[250.16610717773438, 0.0, 0.0]]"
76,"[[15269, 357, 34]]","[[206.81126403808594, 0.0, 0.0]]"
77,"[[15269, 357, 34]]","[[195.13479614257812, 0.0, 0.0]]"
78,"[[15269, 357, 34]]","[[205.96688842773438, 0.0, 0.0]]"
79,"[[15269, 357, 34]]","[[208.470703125, 0.0, 0.0]]"
80,"[[15269, 357, 34]]","[[161.61927795410156, 1.4680523872375488, 0.0]]"
81,"[[15269, 357, 34]]","[[166.07801818847656, 0.0, 0.0]]"
82,"[[15269, 357, 34]]","[[202.53607177734375, 4.199343681335449, 0.0]]"
83,"[[15269, 357, 34]]","[[188.82098388671875, 0.0, 0.0]]"
84,"[[15269, 357, 34]]","[[138.8134307861328, 0.0, 0.0]]"
85,"[[15269, 357, 34]]","[[234.22755432128906, 0.0, 0.0]]"
86,"[[15269, 357, 34]]","[[206.8650665283203, 3.742784023284912, 0.0]]"
87,"[[15269, 357, 34]]","[[222.0592803955078, 0.0, 0.0]]"
88,"[[15269, 357, 34]]","[[241.0391082763672, 0.0, 0.0]]"
89,"[[15269, 357, 34]]","[[126.37254333496094, 0.0, 0.0]]"
90,"[[15269, 357, 34]]","[[219.08804321289062, 0.0, 0.0]]"
91,"[[15269, 357, 34]]","[[185.96258544921875, 0.0, 0.0]]"
92,"[[15269, 357, 34]]","[[197.37030029296875, 2.347912311553955, 0.0]]"
93,"[[15269, 357, 34]]","[[57.21346664428711, 0.10955537855625153, 0.0]]"
94,"[[15269, 357, 34]]","[[290.0172119140625, 0.0, 0.0]]"
95,"[[15269, 357, 34]]","[[198.7535858154297, 0.0, 0.0]]"
96,"[[15269, 357, 34]]","[[289.5218200683594, 2.120574951171875, 0.8308463096618652]]"
97,"[[15269, 357, 34]]","[[213.46705627441406, 0.0, 0.0]]"
98,"[[15269, 357, 34]]","[[199.04901123046875, 0.0, 0.0]]"
99,"[[15269, 357, 34]]","[[234.4849395751953, 0.0, 0.0]]"
100,"[[15269, 357, 34]]","[[155.31060791015625, 0.0, 0.0]]"
101,"[[15269, 357, 34]]","[[122.33817291259766, 0.1174243614077568, 0.0]]"
102,"[[15269, 357, 34]]","[[179.08644104003906, 0.0, 0.0]]"
103,"[[15269, 357, 34]]","[[232.92510986328125, 0.0, 0.0]]"
104,"[[15269, 357, 34]]","[[96.21430969238281, 0.0, 0.0]]"
105,"[[15269, 357, 34]]","[[183.13282775878906, 0.0, 0.0]]"
106,"[[15269, 357, 34]]","[[231.3321533203125, 0.0, 0.0]]"
107,"[[15269, 357, 34]]","[[132.50222778320312, 0.0, 0.0]]"
108,"[[15269, 357, 34]]","[[256.8713073730469, 1.9871591329574585, 0.0]]"
109,"[[15269, 357, 34]]","[[188.01556396484375, 0.0, 0.0]]"
110,"[[15269, 357, 34]]","[[222.12452697753906, 3.2982165813446045, 0.0]]"
111,"[[15269, 357, 34]]","[[170.4942626953125, 0.0, 0.0]]"
112,"[[15269, 357, 34]]","[[113.48291015625, 0.0, 0.0]]"
113,"[[15269, 357, 34]]","[[184.61216735839844, 0.0, 0.0]]"
114,"[[15269, 357, 34]]","[[165.9337158203125, 0.0, 0.0]]"
115,"[[15269, 357, 34]]","[[237.94480895996094, 0.0, 0.0]]"
116,"[[15269, 357, 34]]","[[228.02835083007812, 0.0, 0.0]]"
117,"[[15269, 357, 34]]","[[196.21731567382812, 0.0, 0.0]]"
118,"[[15269, 357, 34]]","[[225.50881958007812, 0.0, 0.0]]"
119,"[[15269, 357, 34]]","[[231.95947265625, 0.0, 0.0]]"
120,"[[15269, 357, 34]]","[[220.63137817382812, 0.0, 0.0]]"
121,"[[15269, 357, 34]]","[[201.85098266601562, 0.0, 0.0]]"
122,"[[15269, 357, 34]]","[[230.3152618408203, 1.0119023323059082, 0.0]]"
123,"[[15269, 357, 34]]","[[85.14766693115234, 0.0, 0.0]]"
124,"[[15269, 357, 34]]","[[186.2925262451172, 0.0, 0.0]]"
125,"[[15269, 357, 34]]","[[158.0753631591797, 0.0, 0.0]]"
126,"[[15269, 357, 34]]","[[247.1893310546875, 0.0, 0.0]]"
127,"[[15269, 357, 34]]","[[216.23802185058594, 0.0, 0.0]]"
128,"[[15269, 357, 34]]","[[191.87730407714844, 3.8676607608795166, 0.0]]"
129,"[[15269, 357, 34]]","[[188.49569702148438, 2.5016210079193115, 0.0]]"
130,"[[15269, 357, 34]]","[[106.71263885498047, 0.0, 0.0]]"
131,"[[15269, 357, 34]]","[[163.0577392578125, 0.0, 0.0]]"
132,"[[15269, 357, 34]]","[[191.68170166015625, 0.0, 0.0]]"
133,"[[15269, 357, 34]]","[[189.77430725097656, 0.0, 0.0]]"
134,"[[15269, 357, 34]]","[[215.54161071777344, 0.0, 0.0]]"
135,"[[15269, 357, 34]]","[[229.9197540283203, 2.510227918624878, 0.0]]"
136,"[[15269, 357, 34]]","[[230.27230834960938, 0.0, 0.0]]"
137,"[[15269, 357, 34]]","[[221.90325927734375, 0.6586973667144775, 0.0]]"
138,"[[15269, 357, 34]]","[[229.96609497070312, 0.0, 0.0]]"
139,"[[15269, 357, 34]]","[[163.8358917236328, 0.0, 0.0]]"
140,"[[15269, 357, 34]]","[[182.75538635253906, 0.0, 0.0]]"
141,"[[15269, 357, 34]]","[[127.4581527709961, 0.0, 0.0]]"
142,"[[15269, 357, 34]]","[[50.77118682861328, 0.0, 0.0]]"
143,"[[15269, 357, 34]]","[[203.9344940185547, 0.0, 0.0]]"
144,"[[15269, 357, 34]]","[[194.6083221435547, 0.3115731477737427, 0.0]]"
145,"[[15269, 357, 34]]","[[97.84357452392578, 0.6262754797935486, 0.0]]"
146,"[[15269, 357, 34]]","[[262.5060729980469, 0.0, 0.0]]"
147,"[[15269, 357, 34]]","[[161.8529510498047, 0.0, 0.0]]"
148,"[[15269, 357, 34]]","[[234.3744659423828, 0.0, 0.0]]"
149,"[[15269, 357, 34]]","[[217.88934326171875, 1.3207745552062988, 0.0]]"
150,"[[15269, 357, 34]]","[[311.1557312011719, 0.0, 0.0]]"
151,"[[15269, 357, 34]]","[[238.30430603027344, 0.0, 0.0]]"
152,"[[15269, 357, 34]]","[[158.99111938476562, 0.0, 0.0]]"
153,"[[15269, 357, 34]]","[[156.974853515625, 0.0, 0.0]]"
154,"[[15269, 357, 34]]","[[183.7169952392578, 1.4748790264129639, 4.674444675445557]]"
155,"[[15269, 357, 34]]","[[91.99244689941406, 0.0, 0.0]]"
156,"[[15269, 357, 34]]","[[220.27210998535156, 0.0, 0.0]]"
157,"[[15269, 357, 34]]","[[196.8523712158203, 0.0, 0.0]]"
158,"[[15269, 357, 34]]","[[86.93159484863281, 0.0, 0.0]]"
159,"[[15269, 357, 34]]","[[237.70018005371094, 0.0, 0.0]]"
160,"[[15269, 357, 34]]","[[251.5973663330078, 0.0, 0.0]]"
161,"[[15269, 357, 34]]","[[299.760009765625, 0.0, 0.0]]"
162,"[[15269, 357, 34]]","[[225.28602600097656, 0.0, 0.0]]"
163,"[[15269, 357, 34]]","[[252.27249145507812, 0.0, 0.0]]"
164,"[[15269, 357, 34]]","[[302.2403259277344, 0.0, 0.0]]"
165,"[[15269, 357, 34]]","[[257.99066162109375, 0.0, 7.1667656898498535]]"
166,"[[15269, 357, 34]]","[[168.5701446533203, 0.0, 0.0]]"
167,"[[15269, 357, 34]]","[[200.1293182373047, 0.0, 0.0]]"
168,"[[15269, 357, 34]]","[[238.40036010742188, 0.9599350690841675, 0.0]]"
169,"[[15269, 357, 34]]","[[134.89447021484375, 0.0, 0.0]]"
170,"[[15269, 357, 34]]","[[193.89132690429688, 0.0, 0.0]]"
171,"[[15269, 357, 34]]","[[250.60496520996094, 0.0, 0.0]]"
172,"[[15269, 357, 34]]","[[224.65469360351562, 0.0, 0.0]]"
173,"[[15269, 357, 34]]","[[213.73622131347656, 1.5568925142288208, 0.0]]"
174,"[[15269, 357, 34]]","[[221.12246704101562, 0.0, 0.0]]"
175,"[[15269, 357, 34]]","[[166.15695190429688, 0.0, 0.0]]"
176,"[[15269, 357, 34]]","[[229.53343200683594, 0.0, 0.0]]"
177,"[[15269, 357, 34]]","[[278.69940185546875, 1.2992777824401855, 0.0]]"
178,"[[15269, 357, 34]]","[[79.47406768798828, 1.7276582717895508, 5.0210700035095215]]"
179,"[[15269, 357, 34]]","[[161.56178283691406, 0.0, 0.0]]"
180,"[[15269, 357, 34]]","[[197.6932830810547, 0.0, 0.0]]"
181,"[[15269, 357, 34]]","[[225.52349853515625, 0.0, 0.27481257915496826]]"
182,"[[15269, 357, 34]]","[[229.6876983642578, 1.0299015045166016, 0.0]]"
183,"[[15269, 357, 34]]","[[151.52882385253906, 0.0, 0.0]]"
184,"[[15269, 357, 34]]","[[213.1568603515625, 0.0, 0.0]]"
185,"[[15269, 357, 34]]","[[132.09780883789062, 0.0, 0.0]]"
186,"[[15269, 357, 34]]","[[228.32154846191406, 0.0, 0.0]]"
187,"[[15269, 357, 34]]","[[149.22653198242188, 0.0, 0.0]]"
188,"[[15269, 357, 34]]","[[215.07977294921875, 0.0, 0.0]]"
189,"[[15269, 357, 34]]","[[73.07246398925781, 0.0, 0.0]]"
190,"[[15269, 357, 34]]","[[172.4125518798828, 0.0, 0.0]]"
191,"[[15269, 357, 34]]","[[287.1868591308594, 1.747822880744934, 0.0]]"
192,"[[15269, 357, 34]]","[[9.084692001342773, 0.0, 0.0]]"
194,"[[15269, 357, 34]]","[[215.0189971923828, 0.0, 0.0]]"
195,"[[15269, 357, 34]]","[[169.72047424316406, 0.0, 0.0]]"
196,"[[15269, 357, 34]]","[[274.82769775390625, 0.0, 0.0]]"
197,"[[15269, 357, 34]]","[[201.13832092285156, 0.0, 0.0]]"
198,"[[15269, 357, 34]]","[[246.40188598632812, 1.924999475479126, 3.3567638397216797]]"
199,"[[15269, 357, 34]]","[[44.946231842041016, 0.0, 0.0]]"
200,"[[15269, 357, 34]]","[[199.4877166748047, 0.0, 0.0]]"
201,"[[15269, 357, 34]]","[[189.50999450683594, 1.6258766651153564, 3.54106068611145]]"
202,"[[15269, 357, 34]]","[[231.83294677734375, 0.0, 0.0]]"
203,"[[15269, 357, 34]]","[[229.14395141601562, 4.653268337249756, 0.0]]"
204,"[[15269, 357, 34]]","[[231.89617919921875, 0.6146937608718872, 0.0]]"
205,"[[15269, 357, 34]]","[[119.97918701171875, 0.23914366960525513, 0.8146281242370605]]"
206,"[[15269, 357, 34]]","[[262.0411376953125, 1.2776026725769043, 0.0]]"
207,"[[15269, 357, 34]]","[[205.9996337890625, 2.5844078063964844, 0.0]]"
208,"[[15269, 357, 34]]","[[122.30662536621094, 0.0, 0.0]]"
209,"[[15269, 357, 34]]","[[111.28231811523438, 0.0, 0.0]]"
210,"[[15269, 357, 34]]","[[243.43832397460938, 0.0, 0.0]]"
211,"[[15269, 357, 34]]","[[163.39944458007812, 0.0, 0.0]]"
212,"[[15269, 357, 34]]","[[53.67308807373047, 0.0, 0.0]]"
213,"[[15269, 357, 34]]","[[326.88818359375, 0.0, 0.0]]"
214,"[[15269, 357, 34]]","[[267.949462890625, 2.432661294937134, 0.0]]"
215,"[[15269, 357, 34]]","[[51.115474700927734, 0.0, 0.0]]"
216,"[[15269, 357, 34]]","[[171.0040740966797, 0.0, 0.0]]"
218,"[[15269, 357, 34]]","[[247.0443115234375, 0.0, 0.0]]"
219,"[[15269, 357, 34]]","[[148.5845184326172, 0.0, 0.0]]"
220,"[[15269, 357, 34]]","[[199.37399291992188, 0.0, 0.0]]"
221,"[[15269, 357, 34]]","[[198.6926727294922, 0.0, 0.0]]"
222,"[[15269, 357, 34]]","[[129.13970947265625, 0.0, 0.0]]"
223,"[[15269, 357, 34]]","[[223.48036193847656, 0.0, 0.0]]"
224,"[[15269, 357, 34]]","[[142.79603576660156, 0.0, 0.0]]"
225,"[[15269, 357, 34]]","[[197.10174560546875, 0.0, 0.5223350524902344]]"
226,"[[15269, 357, 34]]","[[226.95701599121094, 0.0, 0.0]]"
227,"[[15269, 357, 34]]","[[208.70179748535156, 0.0, 0.0]]"
228,"[[15269, 357, 34]]","[[38.309322357177734, 0.0, 0.0]]"
229,"[[15269, 357, 34]]","[[180.04147338867188, 0.0, 0.0]]"
230,"[[15269, 357, 34]]","[[274.59149169921875, 0.0, 0.0]]"
231,"[[15269, 357, 34]]","[[325.4115295410156, 0.0, 0.0]]"
232,"[[15269, 357, 34]]","[[184.8098602294922, 1.6970016956329346, 0.0]]"
233,"[[15269, 357, 34]]","[[191.45338439941406, 0.0, 0.0]]"
234,"[[15269, 357, 34]]","[[237.2444305419922, 0.182996928691864, 0.0]]"
235,"[[15269, 357, 34]]","[[111.81903076171875, 0.0, 0.0]]"
236,"[[15269, 357, 34]]","[[227.497314453125, 0.0, 0.0]]"
237,"[[15269, 357, 34]]","[[292.7895202636719, 0.0, 0.0]]"
238,"[[15269, 357, 34]]","[[195.50169372558594, 0.0, 0.0]]"
239,"[[15269, 357, 34]]","[[207.42962646484375, 0.0, 0.0]]"
240,"[[15269, 357, 34]]","[[231.1251220703125, 0.0, 0.0]]"
241,"[[15269, 357, 34]]","[[216.1909942626953, 0.0, 0.0]]"
242,"[[15269, 357, 34]]","[[271.37164306640625, 0.4084520637989044, 0.0]]"
243,"[[15269, 357, 34]]","[[156.3829803466797, 0.0, 0.0]]"
244,"[[15269, 357, 34]]","[[321.9382629394531, 0.0, 0.0]]"
245,"[[15269, 357, 34]]","[[161.76004028320312, 0.0, 0.8381758332252502]]"
246,"[[15269, 357, 34]]","[[184.43075561523438, 0.0, 0.0]]"
247,"[[15269, 357, 34]]","[[127.39933776855469, 0.0, 0.0]]"
248,"[[15269, 357, 34]]","[[238.1512908935547, 0.6516769528388977, 0.0]]"
249,"[[15269, 357, 34]]","[[229.2905731201172, 1.3358814716339111, 0.0]]"
250,"[[15269, 357, 34]]","[[207.89382934570312, 0.0, 0.0]]"
252,"[[15269, 357, 34]]","[[256.6617126464844, 0.0, 0.0]]"
253,"[[15269, 357, 34]]","[[212.546875, 0.0, 0.0]]"
254,"[[15269, 357, 34]]","[[83.28202056884766, 0.0, 0.0]]"
255,"[[15269, 357, 34]]","[[113.61808776855469, 0.0, 0.0]]"
256,"[[15269, 357, 34]]","[[91.46318054199219, 0.0, 0.0]]"
257,"[[15269, 357, 34]]","[[194.67630004882812, 0.0, 0.0]]"
258,"[[15269, 357, 34]]","[[205.40603637695312, 0.0, 0.0]]"
259,"[[15269, 357, 34]]","[[198.9868621826172, 2.8940961360931396, 0.0]]"
260,"[[15269, 357, 34]]","[[297.68450927734375, 0.0, 0.0]]"
261,"[[15269, 357, 34]]","[[275.56842041015625, 0.0, 0.0]]"
262,"[[15269, 357, 34]]","[[229.49981689453125, 0.0, 0.0]]"
263,"[[15269, 357, 34]]","[[187.2990264892578, 0.0, 0.0]]"
264,"[[15269, 357, 34]]","[[51.143802642822266, 0.0, 0.0]]"
265,"[[15269, 357, 34]]","[[104.6533203125, 0.0, 0.0]]"
266,"[[15269, 357, 34]]","[[217.351806640625, 0.0, 0.0]]"
267,"[[15269, 357, 34]]","[[288.3724060058594, 0.0, 0.0]]"
268,"[[15269, 357, 34]]","[[228.73167419433594, 0.0, 0.0]]"
269,"[[15269, 357, 34]]","[[104.2298583984375, 0.0, 0.0]]"
270,"[[15269, 357, 34]]","[[209.21792602539062, 0.0, 0.0]]"
271,"[[15269, 357, 34]]","[[177.3541717529297, 0.0, 0.0]]"
272,"[[15269, 357, 34]]","[[207.6298065185547, 0.0, 0.0]]"
273,"[[15269, 357, 34]]","[[115.70210266113281, 0.0, 0.0]]"
274,"[[15269, 357, 34]]","[[186.5063018798828, 0.0, 0.0]]"
275,"[[15269, 357, 34]]","[[231.3189239501953, 0.0, 0.0]]"
276,"[[15269, 357, 34]]","[[236.59759521484375, 0.0, 0.0]]"
277,"[[15269, 357, 34]]","[[209.86326599121094, 0.0, 0.0]]"
278,"[[15269, 357, 34]]","[[198.1224822998047, 0.0, 0.0]]"
279,"[[15269, 357, 34]]","[[223.84718322753906, 0.0, 0.0]]"
280,"[[15269, 357, 34]]","[[216.0218963623047, 0.0, 0.0]]"
282,"[[15269, 357, 34]]","[[180.21481323242188, 0.0, 0.0]]"
283,"[[15269, 357, 34]]","[[185.2408447265625, 0.5969398021697998, 0.0]]"
284,"[[15269, 357, 34]]","[[267.9553527832031, 2.823193073272705, 0.0]]"
285,"[[15269, 357, 34]]","[[263.49444580078125, 0.0, 0.0]]"
286,"[[15269, 357, 34]]","[[174.3115997314453, 0.0, 0.0]]"
287,"[[15269, 357, 34]]","[[281.5120544433594, 0.7682393193244934, 0.0]]"
288,"[[15269, 357, 34]]","[[228.16348266601562, 4.4799323081970215, 0.0]]"
289,"[[15269, 357, 34]]","[[192.91571044921875, 0.7524235248565674, 0.0]]"
290,"[[15269, 357, 34]]","[[192.4040069580078, 0.0, 0.0]]"
292,"[[15269, 357, 34]]","[[227.91241455078125, 0.0, 3.386460781097412]]"
293,"[[15269, 357, 34]]","[[274.1050720214844, 0.0, 0.0]]"
294,"[[15269, 357, 34]]","[[232.5290069580078, 0.0, 0.0]]"
295,"[[15269, 357, 34]]","[[233.00233459472656, 0.0, 0.0]]"
296,"[[15269, 357, 34]]","[[131.61058044433594, 0.0, 0.0]]"
297,"[[15269, 357, 34]]","[[299.8260498046875, 1.451643705368042, 0.0]]"
298,"[[15269, 357, 34]]","[[70.82817077636719, 0.0, 0.0]]"
299,"[[15269, 357, 34]]","[[156.64373779296875, 0.0, 0.0]]"
300,"[[15269, 357, 34]]","[[229.1389923095703, 0.0, 0.0]]"
301,"[[15269, 357, 34]]","[[171.26454162597656, 0.0, 0.0]]"
302,"[[15269, 357, 34]]","[[262.0107421875, 0.0, 0.0]]"
303,"[[15269, 357, 34]]","[[245.8748321533203, 0.0, 0.0]]"
304,"[[15269, 357, 34]]","[[272.7407531738281, 0.0, 0.0]]"
305,"[[15269, 357, 34]]","[[230.24752807617188, 0.0, 0.0]]"
306,"[[15269, 357, 34]]","[[185.4600372314453, 0.0, 0.0]]"
307,"[[15269, 357, 34]]","[[186.84129333496094, 0.0, 0.0]]"
308,"[[15269, 357, 34]]","[[205.90814208984375, 0.0, 0.0]]"
309,"[[15269, 357, 34]]","[[77.55886840820312, 0.0, 0.0]]"
310,"[[15269, 357, 34]]","[[327.73260498046875, 0.0, 0.0]]"
311,"[[15269, 357, 34]]","[[310.9039001464844, 0.0, 0.0]]"
312,"[[15269, 357, 34]]","[[202.92843627929688, 0.0, 0.0]]"
313,"[[15269, 357, 34]]","[[176.03504943847656, 6.338991641998291, 0.0]]"
314,"[[15269, 357, 34]]","[[75.41529083251953, 0.0, 0.0]]"
315,"[[15269, 357, 34]]","[[181.20822143554688, 0.0, 0.0]]"
316,"[[15269, 357, 34]]","[[273.1178283691406, 0.0, 3.6655800342559814]]"
317,"[[15269, 357, 34]]","[[120.5810546875, 0.0, 0.0]]"
318,"[[15269, 357, 34]]","[[216.76048278808594, 0.0, 0.0]]"
319,"[[15269, 357, 34]]","[[178.84042358398438, 0.0, 0.0]]"
320,"[[15269, 357, 34]]","[[100.48506164550781, 0.0, 0.0]]"
321,"[[15269, 357, 34]]","[[204.0530548095703, 0.0, 0.0]]"
322,"[[15269, 357, 34]]","[[54.813575744628906, 0.0, 0.0]]"
323,"[[15269, 357, 34]]","[[138.37181091308594, 0.0, 0.0]]"
324,"[[15269, 357, 34]]","[[34.82781982421875, 0.0, 0.0]]"
325,"[[15269, 357, 34]]","[[252.48817443847656, 0.0, 0.0]]"
326,"[[15269, 357, 34]]","[[99.64901733398438, 0.0, 0.0]]"
327,"[[15269, 357, 34]]","[[215.5684356689453, 3.442890167236328, 0.0]]"
328,"[[15269, 357, 34]]","[[184.76544189453125, 0.0, 0.0]]"
329,"[[15269, 357, 34]]","[[203.63905334472656, 0.0, 0.0]]"
330,"[[15269, 357, 34]]","[[184.67970275878906, 0.0, 0.0]]"
331,"[[15269, 357, 34]]","[[193.7375030517578, 0.9746534824371338, 0.0]]"
332,"[[15269, 357, 34]]","[[212.90493774414062, 0.13531208038330078, 0.0]]"
333,"[[15269, 357, 34]]","[[284.0467529296875, 0.0, 0.0]]"
334,"[[15269, 357, 34]]","[[199.13563537597656, 0.0, 0.0]]"
335,"[[15269, 357, 34]]","[[165.52561950683594, 0.0, 0.0]]"
336,"[[15269, 357, 34]]","[[100.48503112792969, 0.0, 0.0]]"
337,"[[15269, 357, 34]]","[[127.99240112304688, 2.031486988067627, 1.2922465801239014]]"
338,"[[15269, 357, 34]]","[[198.29359436035156, 0.0, 0.0]]"
339,"[[15269, 357, 34]]","[[138.70458984375, 0.7263616919517517, 0.0]]"
340,"[[15269, 357, 34]]","[[220.0734100341797, 0.0, 0.0]]"
341,"[[15269, 357, 34]]","[[211.33175659179688, 0.0, 0.0]]"
342,"[[15269, 357, 34]]","[[195.9159393310547, 0.48352330923080444, 1.5588902235031128]]"
343,"[[15269, 357, 34]]","[[238.6255645751953, 0.0, 0.0]]"
344,"[[15269, 357, 34]]","[[183.53659057617188, 0.0, 0.0]]"
345,"[[15269, 357, 34]]","[[196.2134552001953, 1.9302502870559692, 2.5625133514404297]]"
346,"[[15269, 357, 34]]","[[202.49789428710938, 0.0, 0.0]]"
347,"[[15269, 357, 34]]","[[261.13726806640625, 0.13630014657974243, 0.0]]"
348,"[[15269, 357, 34]]","[[147.15882873535156, 0.0, 0.0]]"
349,"[[15269, 357, 34]]","[[77.31615447998047, 0.0, 0.0]]"
350,"[[15269, 357, 34]]","[[92.29524230957031, 0.0, 0.0]]"
351,"[[15269, 357, 34]]","[[196.2010955810547, 0.0, 0.0]]"
352,"[[15269, 357, 34]]","[[184.67984008789062, 0.0, 0.0]]"
353,"[[15269, 357, 34]]","[[217.64645385742188, 0.0, 0.0]]"
