Dimension Index,Top-Activating Contexts,Context Activations
40,"[[15269, 357, 34]]","[[216.69078063964844, 3.0604639053344727, 0.0]]"
41,"[[15269, 357, 34]]","[[75.46483612060547, 0.0, 2.0723488330841064]]"
42,"[[15269, 357, 34]]","[[4.84073543548584, 0.7223833799362183, 0.6640450358390808]]"
43,"[[15269, 357, 34]]","[[100.79512023925781, 0.0, 0.0]]"
44,"[[15269, 357, 34]]","[[0.2596517503261566, 0.6791938543319702, 0.43836408853530884]]"
45,"[[15269, 357, 34]]","[[104.10165405273438, 0.0, 0.0]]"
46,"[[15269, 357, 34]]","[[276.2216491699219, 0.0, 0.0]]"
47,"[[15269, 357, 34]]","[[74.30149841308594, 0.0, 0.0]]"
48,"[[15269, 357, 34]]","[[148.90826416015625, 2.989903688430786, 1.691528081893921]]"
49,"[[15269, 357, 34]]","[[137.6844482421875, 0.880515456199646, 0.0]]"
50,"[[15269, 357, 34]]","[[123.94291687011719, 1.430206298828125, 0.0]]"
51,"[[15269, 357, 34]]","[[1.6326526403427124, 0.22413842380046844, 0.29752543568611145]]"
52,"[[15269, 357, 34]]","[[167.86709594726562, 0.0, 0.0]]"
53,"[[15269, 357, 34]]","[[107.49334716796875, 0.0, 0.0]]"
54,"[[15269, 357, 34]]","[[164.4169464111328, 0.0, 0.0]]"
55,"[[15269, 357, 34]]","[[52.799468994140625, 0.0, 0.0]]"
56,"[[15269, 357, 34]]","[[140.2224884033203, 0.0, 0.0]]"
57,"[[15269, 357, 34]]","[[134.0291748046875, 0.0, 0.0]]"
58,"[[15269, 357, 34]]","[[122.95665740966797, 0.0, 0.0]]"
59,"[[15269, 357, 34]]","[[115.8548583984375, 0.03269389271736145, 0.0]]"
60,"[[15269, 357, 34]]","[[125.70116424560547, 0.0, 0.0]]"
61,"[[15269, 357, 34]]","[[104.32713317871094, 0.0, 0.059921637177467346]]"
62,"[[15269, 357, 34]]","[[78.98234558105469, 0.0, 0.0]]"
63,"[[15269, 357, 34]]","[[0.0, 0.4380565285682678, 0.24953097105026245]]"
64,"[[15269, 357, 34]]","[[179.57293701171875, 0.6319187879562378, 0.7792890071868896]]"
65,"[[15269, 357, 34]]","[[192.6641082763672, 0.0, 0.0]]"
66,"[[15269, 357, 34]]","[[115.93524169921875, 0.04222053289413452, 0.0]]"
67,"[[15269, 357, 34]]","[[228.88336181640625, 0.0, 2.9401307106018066]]"
68,"[[15269, 357, 34]]","[[169.25933837890625, 3.0974655151367188, 0.0]]"
69,"[[15269, 357, 34]]","[[138.0408935546875, 0.0, 0.0]]"
70,"[[15269, 357, 34]]","[[179.37611389160156, 4.574585914611816, 6.138602256774902]]"
71,"[[15269, 357, 34]]","[[4.007256507873535, 0.7246856093406677, 0.7076281309127808]]"
72,"[[15269, 357, 34]]","[[117.10262298583984, 0.0, 0.0]]"
73,"[[15269, 357, 34]]","[[156.5314483642578, 1.6198577880859375, 0.0]]"
74,"[[15269, 357, 34]]","[[0.0, 0.574312686920166, 0.5399203896522522]]"
75,"[[15269, 357, 34]]","[[157.9060821533203, 1.9514626264572144, 0.0]]"
76,"[[15269, 357, 34]]","[[103.48867797851562, 4.524106502532959, 0.0]]"
77,"[[15269, 357, 34]]","[[176.08706665039062, 4.0220232009887695, 0.0]]"
78,"[[15269, 357, 34]]","[[130.0765838623047, 0.0, 0.0]]"
79,"[[15269, 357, 34]]","[[159.79168701171875, 0.0, 0.0]]"
80,"[[15269, 357, 34]]","[[153.3466339111328, 0.0, 0.0]]"
81,"[[15269, 357, 34]]","[[255.2907257080078, 0.0, 0.0]]"
82,"[[15269, 357, 34]]","[[4.088130474090576, 0.366654634475708, 0.26154589653015137]]"
83,"[[15269, 357, 34]]","[[112.50599670410156, 1.0575469732284546, 0.0]]"
84,"[[15269, 357, 34]]","[[172.99620056152344, 1.2627140283584595, 0.0]]"
85,"[[15269, 357, 34]]","[[140.23927307128906, 4.791659832000732, 0.0]]"
86,"[[15269, 357, 34]]","[[139.25189208984375, 0.0, 0.0]]"
87,"[[15269, 357, 34]]","[[83.71165466308594, 0.0, 0.0]]"
88,"[[15269, 357, 34]]","[[0.0, 0.27905526757240295, 0.036790452897548676]]"
89,"[[15269, 357, 34]]","[[122.13370513916016, 0.15333238244056702, 0.0]]"
90,"[[15269, 357, 34]]","[[124.90239715576172, 0.0, 1.8701456785202026]]"
91,"[[15269, 357, 34]]","[[111.5790023803711, 0.0, 0.0]]"
92,"[[15269, 357, 34]]","[[148.7913055419922, 0.0, 0.0]]"
94,"[[15269, 357, 34]]","[[183.64584350585938, 0.0, 0.0]]"
95,"[[15269, 357, 34]]","[[114.99786376953125, 0.0, 0.0]]"
96,"[[15269, 357, 34]]","[[123.08106231689453, 0.0, 0.0]]"
97,"[[15269, 357, 34]]","[[234.72837829589844, 0.0, 0.0]]"
98,"[[15269, 357, 34]]","[[247.43292236328125, 4.412190914154053, 0.0]]"
99,"[[15269, 357, 34]]","[[175.4599609375, 2.4818050861358643, 0.0]]"
100,"[[15269, 357, 34]]","[[362.3901062011719, 0.0, 0.0]]"
101,"[[15269, 357, 34]]","[[103.19703674316406, 0.0, 0.0]]"
102,"[[15269, 357, 34]]","[[0.0, 0.15258309245109558, 0.14675919711589813]]"
103,"[[15269, 357, 34]]","[[98.04109954833984, 0.0, 0.0]]"
104,"[[15269, 357, 34]]","[[180.4994354248047, 0.0, 0.0]]"
105,"[[15269, 357, 34]]","[[167.5841522216797, 3.1617929935455322, 0.0]]"
106,"[[15269, 357, 34]]","[[160.8075714111328, 0.0, 0.0]]"
107,"[[15269, 357, 34]]","[[76.8076171875, 0.0, 0.0]]"
108,"[[15269, 357, 34]]","[[37.3037223815918, 0.0, 0.0]]"
109,"[[15269, 357, 34]]","[[131.02772521972656, 0.0, 0.0]]"
110,"[[15269, 357, 34]]","[[140.82054138183594, 3.320380210876465, 0.0]]"
111,"[[15269, 357, 34]]","[[1.8631129264831543, 0.5063335299491882, 0.47417452931404114]]"
112,"[[15269, 357, 34]]","[[94.7864990234375, 0.0, 0.0]]"
113,"[[15269, 357, 34]]","[[204.7981719970703, 0.0, 0.0]]"
114,"[[15269, 357, 34]]","[[145.23875427246094, 0.0, 0.0]]"
115,"[[15269, 357, 34]]","[[2.9523987770080566, 0.0, 0.0]]"
116,"[[15269, 357, 34]]","[[217.40533447265625, 2.8898041248321533, 0.0]]"
117,"[[15269, 357, 34]]","[[100.25679779052734, 0.5171384811401367, 0.0]]"
118,"[[15269, 357, 34]]","[[137.67340087890625, 0.0, 0.0]]"
119,"[[15269, 357, 34]]","[[186.14434814453125, 2.828122615814209, 5.796991348266602]]"
120,"[[15269, 357, 34]]","[[116.25496673583984, 0.0, 0.0]]"
121,"[[15269, 357, 34]]","[[28.21935272216797, 0.0, 0.0]]"
122,"[[15269, 357, 34]]","[[63.9372673034668, 0.0, 0.0]]"
123,"[[15269, 357, 34]]","[[289.8505554199219, 2.114269256591797, 0.0]]"
124,"[[15269, 357, 34]]","[[172.85211181640625, 0.8281440734863281, 0.0]]"
125,"[[15269, 357, 34]]","[[0.0, 0.5459144711494446, 0.3147096633911133]]"
126,"[[15269, 357, 34]]","[[131.1234130859375, 3.4715681076049805, 0.0]]"
127,"[[15269, 357, 34]]","[[102.82975769042969, 0.0, 0.0]]"
128,"[[15269, 357, 34]]","[[118.85442352294922, 0.0, 0.0]]"
129,"[[15269, 357, 34]]","[[132.20108032226562, 2.388303756713867, 0.0]]"
130,"[[15269, 357, 34]]","[[138.40643310546875, 2.8187007904052734, 1.2466121912002563]]"
131,"[[15269, 357, 34]]","[[132.9403076171875, 5.575652122497559, 1.0543179512023926]]"
132,"[[15269, 357, 34]]","[[169.5859832763672, 0.0, 0.0]]"
134,"[[15269, 357, 34]]","[[146.92967224121094, 0.0, 0.0]]"
135,"[[15269, 357, 34]]","[[168.93075561523438, 0.0, 0.0]]"
136,"[[15269, 357, 34]]","[[163.74400329589844, 0.5927464365959167, 0.0]]"
137,"[[15269, 357, 34]]","[[84.95940399169922, 0.0, 0.0]]"
138,"[[15269, 357, 34]]","[[143.81277465820312, 0.0, 0.0]]"
139,"[[15269, 357, 34]]","[[53.66212844848633, 0.0, 0.0]]"
140,"[[15269, 357, 34]]","[[6.852625370025635, 0.24634617567062378, 0.15721072256565094]]"
141,"[[15269, 357, 34]]","[[173.64398193359375, 0.0, 0.0]]"
142,"[[15269, 357, 34]]","[[122.16177368164062, 4.861410140991211, 0.0]]"
143,"[[15269, 357, 34]]","[[8.236681938171387, 0.5884650349617004, 0.5441772937774658]]"
144,"[[15269, 357, 34]]","[[153.2626190185547, 0.0, 0.0]]"
145,"[[15269, 357, 34]]","[[132.65895080566406, 0.0, 0.0]]"
146,"[[15269, 357, 34]]","[[0.0, 0.12176834791898727, 0.06457273662090302]]"
147,"[[15269, 357, 34]]","[[61.76080322265625, 0.0, 0.0]]"
148,"[[15269, 357, 34]]","[[70.20217895507812, 0.0, 0.0]]"
149,"[[15269, 357, 34]]","[[177.1413116455078, 0.0, 0.0]]"
150,"[[15269, 357, 34]]","[[100.61418151855469, 0.0, 0.0]]"
151,"[[15269, 357, 34]]","[[198.06497192382812, 0.0, 0.0]]"
152,"[[15269, 357, 34]]","[[114.29764556884766, 0.0, 0.0]]"
153,"[[15269, 357, 34]]","[[142.07894897460938, 0.0, 0.0]]"
154,"[[15269, 357, 34]]","[[5.037519454956055, 0.0, 0.0]]"
155,"[[15269, 357, 34]]","[[79.27133178710938, 0.0, 0.0]]"
157,"[[15269, 357, 34]]","[[205.69277954101562, 0.0, 0.0]]"
158,"[[15269, 357, 34]]","[[75.64862823486328, 0.0, 0.0]]"
159,"[[15269, 357, 34]]","[[185.6705322265625, 0.0, 0.0]]"
161,"[[15269, 357, 34]]","[[119.542236328125, 0.0, 0.0]]"
162,"[[15269, 357, 34]]","[[184.3553924560547, 0.0, 0.7539108991622925]]"
163,"[[15269, 357, 34]]","[[119.50244140625, 0.0, 0.0]]"
164,"[[15269, 357, 34]]","[[168.80740356445312, 0.0, 0.0]]"
165,"[[15269, 357, 34]]","[[134.62518310546875, 1.1739780902862549, 2.368835926055908]]"
166,"[[15269, 357, 34]]","[[35.874141693115234, 0.0, 0.0]]"
167,"[[15269, 357, 34]]","[[154.30276489257812, 0.0, 0.0]]"
168,"[[15269, 357, 34]]","[[49.02562713623047, 0.0, 0.0]]"
169,"[[15269, 357, 34]]","[[93.94931030273438, 0.0, 0.0]]"
170,"[[15269, 357, 34]]","[[153.1934356689453, 1.2927145957946777, 0.0]]"
171,"[[15269, 357, 34]]","[[144.2609100341797, 3.6771154403686523, 0.0]]"
172,"[[15269, 357, 34]]","[[225.07936096191406, 2.502998113632202, 0.0]]"
173,"[[15269, 357, 34]]","[[133.2340850830078, 0.0, 0.0]]"
175,"[[15269, 357, 34]]","[[86.29512786865234, 0.0, 0.0]]"
176,"[[15269, 357, 34]]","[[160.0763397216797, 0.0, 0.0]]"
177,"[[15269, 357, 34]]","[[0.9259517788887024, 0.4265488088130951, 0.47023338079452515]]"
178,"[[15269, 357, 34]]","[[171.72653198242188, 0.0, 0.0]]"
179,"[[15269, 357, 34]]","[[88.14555358886719, 1.308070421218872, 0.0]]"
180,"[[15269, 357, 34]]","[[126.3893814086914, 1.467896819114685, 0.47197893261909485]]"
181,"[[15269, 357, 34]]","[[203.56961059570312, 0.0, 0.0]]"
182,"[[15269, 357, 34]]","[[181.55140686035156, 2.0724635124206543, 0.0]]"
183,"[[15269, 357, 34]]","[[170.21986389160156, 0.0, 0.0]]"
184,"[[15269, 357, 34]]","[[0.9281520843505859, 0.3427603542804718, 0.4714425802230835]]"
185,"[[15269, 357, 34]]","[[5.148445129394531, 0.0, 0.0]]"
186,"[[15269, 357, 34]]","[[173.3239288330078, 1.4471546411514282, 1.8010956048965454]]"
187,"[[15269, 357, 34]]","[[155.22674560546875, 0.0, 0.0]]"
188,"[[15269, 357, 34]]","[[141.4999542236328, 0.495575487613678, 0.0]]"
189,"[[15269, 357, 34]]","[[30.033843994140625, 0.0, 0.0]]"
190,"[[15269, 357, 34]]","[[1.3015795946121216, 0.3788093626499176, 0.36989685893058777]]"
191,"[[15269, 357, 34]]","[[86.34615325927734, 0.0, 0.0]]"
192,"[[15269, 357, 34]]","[[59.84365463256836, 0.0, 0.0]]"
193,"[[15269, 357, 34]]","[[121.55237579345703, 1.6134617328643799, 1.0674080848693848]]"
194,"[[15269, 357, 34]]","[[117.13552856445312, 0.0, 0.0]]"
195,"[[15269, 357, 34]]","[[119.7897720336914, 0.0, 0.0]]"
196,"[[15269, 357, 34]]","[[0.0, 0.48523226380348206, 0.38636332750320435]]"
197,"[[15269, 357, 34]]","[[154.49607849121094, 0.0, 0.0]]"
198,"[[15269, 357, 34]]","[[143.5189971923828, 0.0, 0.0]]"
199,"[[15269, 357, 34]]","[[202.81333923339844, 0.0, 0.0]]"
200,"[[15269, 357, 34]]","[[96.8443832397461, 0.0, 0.0]]"
201,"[[15269, 357, 34]]","[[150.4361572265625, 2.5011181831359863, 0.0]]"
202,"[[15269, 357, 34]]","[[162.41197204589844, 1.4210460186004639, 0.0]]"
203,"[[15269, 357, 34]]","[[191.22805786132812, 0.0, 0.0]]"
204,"[[15269, 357, 34]]","[[111.889404296875, 0.0, 0.0]]"
205,"[[15269, 357, 34]]","[[119.087158203125, 0.0, 0.0]]"
206,"[[15269, 357, 34]]","[[144.15655517578125, 0.0, 0.0]]"
207,"[[15269, 357, 34]]","[[92.67608642578125, 0.0, 0.0]]"
208,"[[15269, 357, 34]]","[[134.01966857910156, 2.210381507873535, 0.0]]"
209,"[[15269, 357, 34]]","[[191.18846130371094, 2.766674757003784, 1.684455394744873]]"
210,"[[15269, 357, 34]]","[[127.87594604492188, 0.0, 0.0]]"
211,"[[15269, 357, 34]]","[[68.85257720947266, 0.0, 0.0]]"
212,"[[15269, 357, 34]]","[[126.58721923828125, 0.0, 0.0]]"
213,"[[15269, 357, 34]]","[[144.86276245117188, 0.0, 0.0]]"
214,"[[15269, 357, 34]]","[[218.5299072265625, 0.0, 0.0]]"
215,"[[15269, 357, 34]]","[[137.8408660888672, 0.0, 0.0]]"
216,"[[15269, 357, 34]]","[[146.198486328125, 0.0, 0.0]]"
217,"[[15269, 357, 34]]","[[7.719944000244141, 0.04170672968029976, 0.21190711855888367]]"
218,"[[15269, 357, 34]]","[[114.37281036376953, 0.0, 0.0]]"
219,"[[15269, 357, 34]]","[[1.0009751319885254, 0.17669357359409332, 0.1145261749625206]]"
220,"[[15269, 357, 34]]","[[138.29190063476562, 0.0, 0.0]]"
221,"[[15269, 357, 34]]","[[108.41889953613281, 0.0, 0.0]]"
222,"[[15269, 357, 34]]","[[185.07754516601562, 0.25953423976898193, 0.0]]"
223,"[[15269, 357, 34]]","[[129.91783142089844, 3.4010677337646484, 4.676967144012451]]"
224,"[[15269, 357, 34]]","[[141.7679901123047, 0.0, 0.0]]"
225,"[[15269, 357, 34]]","[[147.80154418945312, 4.239102840423584, 4.491988182067871]]"
226,"[[15269, 357, 34]]","[[101.09457397460938, 0.0, 0.0]]"
227,"[[15269, 357, 34]]","[[181.16375732421875, 1.5812331438064575, 0.0]]"
228,"[[15269, 357, 34]]","[[181.93080139160156, 0.9993185997009277, 0.0]]"
229,"[[15269, 357, 34]]","[[175.94276428222656, 4.310811996459961, 0.0]]"
230,"[[15269, 357, 34]]","[[74.71115112304688, 0.4618677496910095, 0.009567797183990479]]"
231,"[[15269, 357, 34]]","[[110.67169952392578, 0.0, 0.0]]"
232,"[[15269, 357, 34]]","[[142.75439453125, 1.5130606889724731, 0.0]]"
233,"[[15269, 357, 34]]","[[201.24014282226562, 8.369380950927734, 1.4348607063293457]]"
234,"[[15269, 357, 34]]","[[122.76643371582031, 0.0, 0.0]]"
235,"[[15269, 357, 34]]","[[165.53273010253906, 0.1878558099269867, 0.0]]"
236,"[[15269, 357, 34]]","[[148.3644561767578, 0.0, 0.0]]"
237,"[[15269, 357, 34]]","[[124.4706039428711, 0.0, 0.0]]"
238,"[[15269, 357, 34]]","[[190.15444946289062, 0.0, 0.0]]"
239,"[[15269, 357, 34]]","[[184.14300537109375, 0.0, 0.0]]"
240,"[[15269, 357, 34]]","[[269.1316223144531, 3.48821759223938, 0.0]]"
241,"[[15269, 357, 34]]","[[120.74156951904297, 0.5752167701721191, 0.0]]"
242,"[[15269, 357, 34]]","[[151.45864868164062, 0.0, 0.0]]"
243,"[[15269, 357, 34]]","[[1.6476898193359375, 0.4857003688812256, 0.6108303666114807]]"
244,"[[15269, 357, 34]]","[[109.2422103881836, 0.0, 0.0]]"
245,"[[15269, 357, 34]]","[[156.56895446777344, 0.0, 0.0]]"
246,"[[15269, 357, 34]]","[[160.07762145996094, 0.0, 0.0]]"
248,"[[15269, 357, 34]]","[[84.13570404052734, 0.0, 0.0]]"
249,"[[15269, 357, 34]]","[[131.73284912109375, 0.0, 0.0]]"
250,"[[15269, 357, 34]]","[[42.1701545715332, 0.0, 0.0]]"
251,"[[15269, 357, 34]]","[[87.36763763427734, 0.0, 0.0]]"
252,"[[15269, 357, 34]]","[[198.89149475097656, 0.0, 0.0]]"
253,"[[15269, 357, 34]]","[[144.90884399414062, 0.35674309730529785, 0.0]]"
254,"[[15269, 357, 34]]","[[111.00508117675781, 0.0, 0.0]]"
255,"[[15269, 357, 34]]","[[0.0, 0.7245378494262695, 0.8171411156654358]]"
256,"[[15269, 357, 34]]","[[102.31468963623047, 1.753783941268921, 2.274778127670288]]"
257,"[[15269, 357, 34]]","[[154.2100372314453, 0.0, 0.0]]"
258,"[[15269, 357, 34]]","[[122.04447937011719, 0.0, 0.0]]"
259,"[[15269, 357, 34]]","[[162.36386108398438, 1.713148593902588, 0.0]]"
260,"[[15269, 357, 34]]","[[175.21951293945312, 0.0, 0.0]]"
261,"[[15269, 357, 34]]","[[58.26723861694336, 0.0, 0.0]]"
262,"[[15269, 357, 34]]","[[235.32521057128906, 0.0, 0.0]]"
263,"[[15269, 357, 34]]","[[205.09693908691406, 5.501745700836182, 0.0]]"
264,"[[15269, 357, 34]]","[[107.41390991210938, 1.2944098711013794, 0.0]]"
265,"[[15269, 357, 34]]","[[185.02769470214844, 2.732609748840332, 0.0]]"
266,"[[15269, 357, 34]]","[[516.9381103515625, 0.0, 0.0]]"
267,"[[15269, 357, 34]]","[[166.40774536132812, 1.4406092166900635, 0.0]]"
268,"[[15269, 357, 34]]","[[221.77130126953125, 0.0, 0.0]]"
269,"[[15269, 357, 34]]","[[0.27421796321868896, 0.33047589659690857, 0.20153935253620148]]"
270,"[[15269, 357, 34]]","[[151.15065002441406, 0.8293291330337524, 0.0]]"
271,"[[15269, 357, 34]]","[[198.52947998046875, 0.0, 0.0]]"
272,"[[15269, 357, 34]]","[[206.75814819335938, 0.21700802445411682, 0.0]]"
273,"[[15269, 357, 34]]","[[148.55894470214844, 0.0, 0.0]]"
274,"[[15269, 357, 34]]","[[130.18968200683594, 0.0, 0.0]]"
275,"[[15269, 357, 34]]","[[141.2442169189453, 0.0, 0.0]]"
276,"[[15269, 357, 34]]","[[150.1661376953125, 2.159569025039673, 0.0]]"
277,"[[15269, 357, 34]]","[[73.5480728149414, 0.0, 0.0]]"
278,"[[15269, 357, 34]]","[[141.87445068359375, 0.0, 0.0]]"
280,"[[15269, 357, 34]]","[[189.46559143066406, 0.0, 0.0]]"
281,"[[15269, 357, 34]]","[[163.44244384765625, 3.43464994430542, 0.0]]"
282,"[[15269, 357, 34]]","[[6.696698188781738, 0.20531430840492249, 0.09005273878574371]]"
284,"[[15269, 357, 34]]","[[164.3914031982422, 0.0, 0.0]]"
285,"[[15269, 357, 34]]","[[70.28611755371094, 0.0, 0.0]]"
287,"[[15269, 357, 34]]","[[109.39024353027344, 0.0, 0.0]]"
288,"[[15269, 357, 34]]","[[146.56207275390625, 0.0, 0.0]]"
289,"[[15269, 357, 34]]","[[123.0765151977539, 0.0, 0.0]]"
290,"[[15269, 357, 34]]","[[130.87574768066406, 1.5953876972198486, 0.0]]"
291,"[[15269, 357, 34]]","[[149.0113067626953, 3.5996100902557373, 0.0]]"
292,"[[15269, 357, 34]]","[[154.30296325683594, 0.0, 0.0]]"
293,"[[15269, 357, 34]]","[[3.6995644569396973, 0.8554568886756897, 0.7612242698669434]]"
294,"[[15269, 357, 34]]","[[210.96435546875, 0.0, 0.0]]"
295,"[[15269, 357, 34]]","[[2.835353136062622, 0.3686898350715637, 0.2999582290649414]]"
296,"[[15269, 357, 34]]","[[188.89695739746094, 0.9028891921043396, 0.7711216807365417]]"
297,"[[15269, 357, 34]]","[[112.89952850341797, 0.0, 0.0]]"
298,"[[15269, 357, 34]]","[[128.7474822998047, 0.0, 0.0]]"
299,"[[15269, 357, 34]]","[[138.8860321044922, 0.0, 0.0]]"
300,"[[15269, 357, 34]]","[[146.74429321289062, 0.8398756980895996, 0.0]]"
301,"[[15269, 357, 34]]","[[97.59823608398438, 0.0, 0.0]]"
302,"[[15269, 357, 34]]","[[151.87960815429688, 0.5193663835525513, 0.0]]"
303,"[[15269, 357, 34]]","[[2.5573599338531494, 0.22123494744300842, 0.1336323320865631]]"
304,"[[15269, 357, 34]]","[[132.3704833984375, 0.0, 0.0]]"
305,"[[15269, 357, 34]]","[[180.1419219970703, 0.8484302163124084, 2.924924373626709]]"
306,"[[15269, 357, 34]]","[[252.87033081054688, 5.210561275482178, 0.0]]"
309,"[[15269, 357, 34]]","[[104.26332092285156, 0.9976673722267151, 0.0]]"
310,"[[15269, 357, 34]]","[[129.37294006347656, 0.0, 0.0]]"
311,"[[15269, 357, 34]]","[[89.77664947509766, 0.0, 0.0]]"
312,"[[15269, 357, 34]]","[[155.92247009277344, 1.864961862564087, 0.0]]"
313,"[[15269, 357, 34]]","[[114.35238647460938, 0.0, 0.0]]"
314,"[[15269, 357, 34]]","[[166.59378051757812, 5.374085903167725, 4.166178226470947]]"
315,"[[15269, 357, 34]]","[[4.673445224761963, 0.6703540086746216, 0.6580196619033813]]"
316,"[[15269, 357, 34]]","[[145.7695770263672, 1.295900821685791, 0.0]]"
317,"[[15269, 357, 34]]","[[129.22105407714844, 0.0, 0.0]]"
318,"[[15269, 357, 34]]","[[213.50070190429688, 1.0081862211227417, 2.0172324180603027]]"
319,"[[15269, 357, 34]]","[[213.45870971679688, 3.3785970211029053, 0.27114832401275635]]"
320,"[[15269, 357, 34]]","[[92.67546081542969, 1.5757617950439453, 0.0]]"
321,"[[15269, 357, 34]]","[[147.29827880859375, 1.921891450881958, 0.0]]"
322,"[[15269, 357, 34]]","[[123.38717651367188, 0.0, 0.0]]"
323,"[[15269, 357, 34]]","[[0.0, 0.2136450707912445, 0.0]]"
324,"[[15269, 357, 34]]","[[188.04290771484375, 0.25535404682159424, 0.0]]"
325,"[[15269, 357, 34]]","[[156.67236328125, 0.14610499143600464, 0.0]]"
326,"[[15269, 357, 34]]","[[158.64146423339844, 2.951082944869995, 0.0]]"
327,"[[15269, 357, 34]]","[[155.34112548828125, 0.0, 0.0]]"
328,"[[15269, 357, 34]]","[[199.38893127441406, 0.631855845451355, 0.0]]"
329,"[[15269, 357, 34]]","[[160.4772491455078, 0.0, 0.0]]"
330,"[[15269, 357, 34]]","[[138.53073120117188, 5.049628257751465, 0.0]]"
331,"[[15269, 357, 34]]","[[1.9942004680633545, 0.3522191643714905, 0.20811209082603455]]"
332,"[[15269, 357, 34]]","[[127.63663482666016, 0.0, 0.0]]"
333,"[[15269, 357, 34]]","[[140.4078369140625, 0.0, 0.0]]"
334,"[[15269, 357, 34]]","[[299.2472229003906, 7.779256820678711, 0.0]]"
335,"[[15269, 357, 34]]","[[219.0542755126953, 2.7864673137664795, 0.8017237186431885]]"
336,"[[15269, 357, 34]]","[[161.3438720703125, 0.7465154528617859, 0.0]]"
337,"[[15269, 357, 34]]","[[130.0453643798828, 3.3689658641815186, 0.0]]"
338,"[[15269, 357, 34]]","[[129.40866088867188, 0.0, 0.0]]"
339,"[[15269, 357, 34]]","[[136.78076171875, 4.861571311950684, 0.3717925250530243]]"
340,"[[15269, 357, 34]]","[[98.70864868164062, 0.9454810619354248, 0.0]]"
341,"[[15269, 357, 34]]","[[125.49894714355469, 0.8000788688659668, 0.0]]"
342,"[[15269, 357, 34]]","[[1.402329444885254, 0.43914178013801575, 0.43193888664245605]]"
343,"[[15269, 357, 34]]","[[84.07229614257812, 0.0, 0.0]]"
